# Weather station Whyalla (airport), Australia, WMO_ID=95664,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95664&lang=en
#
"Local time in Whyalla (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.04.2018 07:30";"12.3";"762.7";"763.6";"0.6";"96";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"07.04.2018 05:30";"10.5";"762.4";"763.3";"0.3";"96";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"07.04.2018 04:30";"11.6";"762.1";"763.0";"-0.3";"95";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"07.04.2018 02:30";"12.7";"762.1";"763.0";"-0.5";"94";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"No precipitation";"6";"";"";"";"";
"07.04.2018 01:30";"13.7";"762.4";"763.3";"-0.7";"92";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"06.04.2018 23:30";"15.6";"762.6";"763.5";"-0.5";"89";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"24.3";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"06.04.2018 22:30";"16.8";"763.1";"764.0";"0.4";"86";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"06.04.2018 20:30";"18.6";"763.1";"764.0";"1.0";"78";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"No precipitation";"6";"";"";"";"";
"06.04.2018 19:30";"19.9";"762.7";"763.6";"0.9";"69";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"06.04.2018 17:30";"21.2";"762.1";"763.0";"0.3";"67";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"06.04.2018 16:30";"22.9";"761.8";"762.7";"-0.4";"56";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"06.04.2018 14:30";"23.2";"761.8";"762.7";"-1.5";"50";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"06.04.2018 13:30";"22.7";"762.2";"763.1";"-2.0";"52";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"06.04.2018 11:30";"21.3";"763.3";"764.2";"-0.9";"52";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"12.6";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"06.04.2018 10:30";"20.0";"764.2";"765.1";"0.4";"61";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"06.04.2018 08:30";"19.1";"764.2";"765.1";"0.9";"77";"Wind blowing from the south";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.0";"No precipitation";"24";"";"";"";"";
"06.04.2018 07:30";"15.5";"763.8";"764.7";"1.2";"92";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"06.04.2018 05:30";"13.0";"763.3";"764.2";"0.8";"95";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"06.04.2018 04:30";"12.7";"762.6";"763.5";"-0.1";"94";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"06.04.2018 02:30";"16.4";"762.5";"763.4";"-0.3";"86";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"No precipitation";"6";"";"";"";"";
"06.04.2018 01:30";"17.0";"762.7";"763.6";"-0.5";"83";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"05.04.2018 23:30";"17.3";"762.8";"763.7";"-0.3";"82";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"24.4";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"05.04.2018 22:30";"17.7";"763.2";"764.1";"0.8";"80";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"05.04.2018 20:30";"16.9";"763.1";"764.0";"1.3";"83";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"05.04.2018 19:30";"18.6";"762.4";"763.3";"0.9";"78";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"05.04.2018 17:30";"19.3";"761.8";"762.7";"0.6";"71";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"05.04.2018 16:30";"21.5";"761.5";"762.4";"0.3";"57";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"05.04.2018 14:30";"23.3";"761.2";"762.1";"-0.8";"43";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"05.04.2018 13:30";"22.7";"761.2";"762.1";"-1.2";"52";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"05.04.2018 11:30";"21.9";"762.0";"762.9";"-0.4";"58";"Wind blowing from the south";"8";"";"";"";" ";"";"";"10.6";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"05.04.2018 10:30";"21.4";"762.4";"763.3";"0.4";"73";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"05.04.2018 08:30";"19.7";"762.4";"763.3";"1.1";"83";"Wind blowing from the south";"4";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"16.7";"No precipitation";"24";"";"";"";"";
"05.04.2018 07:30";"13.5";"762.0";"762.9";"1.3";"96";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"05.04.2018 05:30";"11.3";"761.3";"762.2";"0.8";"95";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"05.04.2018 04:30";"11.9";"760.7";"761.6";"-0.2";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"05.04.2018 02:30";"13.4";"760.5";"761.4";"-0.9";"95";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"05.04.2018 01:30";"14.8";"760.9";"761.8";"-1.0";"92";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"04.04.2018 23:30";"15.9";"761.4";"762.3";"-0.2";"90";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"26.4";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"04.04.2018 22:30";"18.0";"761.9";"762.8";"0.8";"84";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"04.04.2018 20:30";"19.0";"761.6";"762.5";"1.0";"82";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"No precipitation";"6";"";"";"";"";
"04.04.2018 19:30";"20.0";"761.1";"762.0";"0.8";"78";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"04.04.2018 17:30";"23.0";"760.6";"761.5";"-0.1";"35";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"04.04.2018 16:30";"24.8";"760.3";"761.2";"-1.2";"30";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"04.04.2018 14:30";"25.8";"760.7";"761.6";"-2.0";"28";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"No precipitation";"6";"";"";"";"";
"04.04.2018 13:30";"26.3";"761.5";"762.4";"-2.0";"28";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"04.04.2018 11:30";"24.1";"762.7";"763.6";"-1.0";"42";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"10.6";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"04.04.2018 10:30";"22.1";"763.5";"764.4";"-0.1";"55";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"04.04.2018 08:30";"20.6";"763.7";"764.6";"0.4";"65";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"No precipitation";"24";"";"";"";"";
"04.04.2018 07:30";"13.7";"763.6";"764.5";"0.3";"96";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"04.04.2018 05:30";"11.4";"763.3";"764.2";"-0.1";"96";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"04.04.2018 04:30";"12.3";"763.3";"764.2";"-0.7";"95";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"04.04.2018 02:30";"13.8";"763.4";"764.3";"-1.1";"92";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"04.04.2018 01:30";"17.2";"764.0";"764.9";"-1.0";"85";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"03.04.2018 23:30";"18.0";"764.5";"765.4";"-0.8";"80";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"22.9";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"03.04.2018 22:30";"18.2";"765.0";"765.9";"0.0";"79";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"03.04.2018 20:30";"17.5";"765.3";"766.2";"0.8";"76";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"03.04.2018 19:30";"18.2";"765.0";"765.9";"0.7";"72";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"03.04.2018 17:30";"19.3";"764.5";"765.4";"0.0";"68";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"03.04.2018 16:30";"20.8";"764.3";"765.2";"-0.9";"61";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"03.04.2018 14:30";"22.2";"764.5";"765.4";"-1.7";"53";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"03.04.2018 13:30";"21.3";"765.2";"766.1";"-1.9";"55";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"03.04.2018 11:30";"20.4";"766.2";"767.1";"-1.2";"58";"Wind blowing from the south";"6";"";"";"";" ";"";"";"15.0";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"03.04.2018 10:30";"19.0";"767.1";"768.0";"0.1";"63";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"03.04.2018 08:30";"17.5";"767.4";"768.3";"0.8";"70";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"No precipitation";"24";"";"";"";"";
"03.04.2018 07:30";"15.8";"767.0";"767.9";"0.6";"76";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"03.04.2018 05:30";"15.5";"766.6";"767.5";"-0.1";"77";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"03.04.2018 04:30";"16.1";"766.4";"767.3";"-0.5";"77";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"03.04.2018 02:30";"16.3";"766.7";"767.6";"-0.2";"75";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"03.04.2018 01:30";"17.5";"766.9";"767.8";"-0.2";"76";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"02.04.2018 23:30";"17.7";"766.9";"767.8";"0.1";"76";"Wind blowing from the south-southeast";"4";"";"";"40%.";" ";"";"";"";"22.7";"";"";"600-1000";"";"";"";"13.4";"";"";"";"";"";"";
"02.04.2018 22:30";"18.1";"767.1";"768.0";"0.9";"70";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"02.04.2018 20:30";"18.8";"766.8";"767.7";"1.4";"70";"Wind blowing from the south";"7";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"02.04.2018 19:30";"18.6";"766.2";"767.1";"1.3";"73";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"02.04.2018 17:30";"19.1";"765.4";"766.3";"0.8";"66";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"02.04.2018 16:30";"21.0";"764.9";"765.8";"0.1";"60";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"02.04.2018 14:30";"21.8";"764.6";"765.5";"-1.0";"58";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"02.04.2018 13:30";"21.5";"764.8";"765.7";"-0.9";"58";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"02.04.2018 11:30";"20.9";"765.6";"766.5";"0.4";"63";"Wind blowing from the south";"9";"";"";"20–30%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"";"13.6";"";"";"";"";"";"";
"02.04.2018 10:30";"21.7";"765.7";"766.6";"0.9";"64";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"02.04.2018 08:30";"19.6";"765.2";"766.1";"1.5";"73";"Wind blowing from the south";"8";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.6";"No precipitation";"24";"";"";"";"";
"02.04.2018 07:30";"18.8";"764.8";"765.7";"1.8";"80";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"02.04.2018 05:30";"18.9";"763.7";"764.6";"1.0";"83";"Wind blowing from the south-southeast";"5";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"16.0";"";"";"";"";"";"";
"02.04.2018 04:30";"19.4";"763.0";"763.9";"0.2";"79";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"02.04.2018 02:30";"19.5";"762.7";"763.6";"0.1";"79";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.8";"No precipitation";"6";"";"";"";"";
"02.04.2018 01:30";"18.5";"762.8";"763.7";"0.6";"88";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"01.04.2018 23:30";"18.5";"762.6";"763.5";"1.0";"87";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"01.04.2018 22:30";"19.1";"762.2";"763.1";"1.3";"83";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"01.04.2018 20:30";"19.7";"761.6";"762.5";"1.6";"85";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"No precipitation";"6";"";"";"";"";
"01.04.2018 19:30";"19.3";"760.9";"761.8";"1.5";"85";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"01.04.2018 17:30";"21.8";"760.0";"760.9";"0.8";"76";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"17.4";"";"";"";"";"";"";
"01.04.2018 16:30";"22.5";"759.4";"760.3";"0.1";"64";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"01.04.2018 14:30";"24.8";"759.2";"760.1";"-0.7";"49";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"01.04.2018 13:30";"23.4";"759.3";"760.2";"-1.0";"67";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"01.04.2018 11:30";"24.8";"759.9";"760.8";"-0.1";"57";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.7";"";"";"";"";"";"";
"01.04.2018 10:30";"23.1";"760.3";"761.2";"0.7";"64";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"01.04.2018 08:30";"22.7";"760.0";"760.8";"0.9";"46";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.5";"";"";"";"";"";"";
"01.04.2018 07:30";"16.6";"759.6";"760.4";"1.1";"63";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"01.04.2018 05:30";"13.2";"759.1";"759.9";"0.6";"70";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.9";"";"";"";"";"";"";
"01.04.2018 04:30";"14.1";"758.5";"759.3";"-0.5";"69";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"01.04.2018 02:30";"13.9";"758.5";"759.3";"-1.0";"71";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"01.04.2018 01:30";"15.8";"759.0";"759.8";"-0.7";"70";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"31.03.2018 23:30";"18.9";"759.5";"760.3";"-0.2";"69";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"31.03.2018 22:30";"19.7";"759.7";"760.6";"0.0";"68";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"";"13.6";"";"";"";"";"";"";
"31.03.2018 20:30";"20.2";"759.7";"760.5";"0.6";"73";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"31.03.2018 19:30";"20.9";"759.7";"760.5";"0.6";"73";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"No precipitation";"6";"";"";"";"";
"31.03.2018 17:30";"24.3";"759.1";"759.9";"-0.7";"50";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"31.03.2018 16:30";"24.9";"759.1";"760.0";"-0.9";"51";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"31.03.2018 14:30";"26.6";"759.8";"760.6";"-2.1";"42";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"31.03.2018 13:30";"25.7";"760.0";"760.8";"-2.3";"49";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"31.03.2018 11:30";"24.4";"761.9";"762.7";"-0.7";"52";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"31.03.2018 10:30";"23.2";"762.3";"763.1";"-0.4";"53";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"31.03.2018 08:30";"19.6";"762.6";"763.4";"0.5";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"31.03.2018 07:30";"17.5";"762.7";"763.6";"0.9";"86";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"No precipitation";"24";"";"";"";"";
"31.03.2018 05:30";"12.5";"762.1";"762.9";"-0.6";"93";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"31.03.2018 04:30";"12.4";"761.8";"762.6";"-0.9";"92";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"31.03.2018 02:30";"15.4";"762.7";"763.5";"-0.8";"79";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"31.03.2018 01:30";"17.4";"762.7";"763.6";"-0.9";"77";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"No precipitation";"6";"";"";"";"";
"30.03.2018 23:30";"18.6";"763.5";"764.4";"-0.5";"74";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"30.03.2018 22:30";"18.7";"763.6";"764.5";"-0.2";"74";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"24.4";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"30.03.2018 20:30";"19.7";"764.0";"764.9";"1.0";"72";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"30.03.2018 19:30";"20.0";"763.8";"764.7";"0.9";"71";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"30.03.2018 17:30";"20.9";"763.0";"763.9";"-0.1";"70";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"30.03.2018 16:30";"21.9";"762.9";"763.8";"-0.4";"66";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"30.03.2018 14:30";"22.7";"763.1";"764.0";"-1.4";"58";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"30.03.2018 13:30";"22.5";"763.3";"764.2";"-1.3";"56";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"No precipitation";"6";"";"";"";"";
"30.03.2018 11:30";"21.1";"764.5";"765.4";"0.0";"67";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"30.03.2018 10:30";"20.6";"764.6";"765.5";"0.2";"73";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"14.8";"";"";"";"600-1000";"";"";"";"15.6";"";"";"";"";"";"";
"30.03.2018 08:30";"19.4";"764.5";"765.4";"1.0";"71";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"30.03.2018 07:30";"17.9";"764.4";"765.3";"1.1";"75";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.4";"No precipitation";"24";"";"";"";"";
"30.03.2018 05:30";"15.6";"763.5";"764.4";"0.2";"80";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"30.03.2018 04:30";"16.0";"763.3";"764.2";"0.1";"79";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.4";"";"";"";"";"";"";
"30.03.2018 02:30";"18.4";"763.3";"764.2";"-0.2";"78";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"30.03.2018 01:30";"18.2";"763.2";"764.1";"-0.5";"78";"Wind blowing from the south-southeast";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.3";"No precipitation";"6";"";"";"";"";
"29.03.2018 23:30";"16.4";"763.5";"764.4";"-0.2";"79";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"29.03.2018 22:30";"16.5";"763.7";"764.6";"0.1";"79";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"23.0";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
