# Weather station Taree (airport), Australia, WMO_ID=95784,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95784&lang=en
#
"Local time in Taree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.05.2018 06:00";"8.2";"771.7";"772.6";"0.6";"91";"Wind blowing from the west";"2";"";"";"";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"06.05.2018 05:00";"6.2";"771.4";"772.2";"0.0";"91";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"06.05.2018 03:00";"8.8";"771.1";"771.9";"-0.3";"90";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"06.05.2018 02:00";"9.1";"771.4";"772.2";"-0.2";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"06.05.2018 00:00";"9.8";"771.4";"772.3";"-0.2";"91";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"21.3";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"05.05.2018 23:00";"9.8";"771.6";"772.4";"0.4";"92";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"05.05.2018 21:00";"10.9";"771.6";"772.4";"1.2";"87";"Wind blowing from the north-west";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"05.05.2018 20:00";"11.0";"771.2";"772.0";"1.4";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"05.05.2018 18:00";"14.1";"770.4";"771.2";"1.2";"68";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"05.05.2018 17:00";"16.7";"769.8";"770.6";"0.8";"57";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"05.05.2018 15:00";"19.4";"769.2";"770.0";"-0.3";"41";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.8";"No precipitation";"6";"";"";"";"";
"05.05.2018 14:00";"20.3";"769.0";"769.9";"-1.2";"35";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"05.05.2018 12:00";"19.5";"769.5";"770.3";"-0.4";"38";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"7.9";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.05.2018 11:00";"18.6";"770.2";"771.0";"0.6";"40";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.05.2018 09:00";"15.4";"769.9";"770.8";"1.9";"51";"Wind blowing from the west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.3";"No precipitation";"24";"";"";"";"";
"05.05.2018 08:00";"13.2";"769.6";"770.4";"2.1";"59";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"05.05.2018 06:00";"12.1";"768.0";"768.8";"1.2";"61";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.05.2018 05:00";"11.4";"767.5";"768.4";"1.2";"65";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"05.05.2018 03:00";"13.1";"766.8";"767.6";"1.3";"59";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.3";"No precipitation";"6";"";"";"";"";
"05.05.2018 02:00";"14.8";"766.3";"767.1";"1.4";"52";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"05.05.2018 00:00";"17.3";"765.5";"766.3";"2.0";"45";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"04.05.2018 23:00";"19.5";"764.9";"765.7";"2.0";"41";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"04.05.2018 21:00";"17.4";"763.5";"764.3";"2.3";"93";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"16.3";"No precipitation";"6";"";"";"";"";
"04.05.2018 20:00";"18.2";"762.9";"763.7";"2.4";"96";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"04.05.2018 18:00";"19.5";"761.2";"762.0";"1.5";"91";"Wind blowing from the south-southwest";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"04.05.2018 17:00";"21.1";"760.5";"761.3";"0.9";"79";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"04.05.2018 15:00";"22.9";"759.7";"760.6";"-0.7";"71";"Wind blowing from the north-northeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.4";"No precipitation";"6";"";"";"";"";
"04.05.2018 14:00";"21.8";"759.6";"760.4";"-1.6";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"04.05.2018 12:00";"20.8";"760.4";"761.2";"-0.9";"72";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"04.05.2018 11:00";"21.1";"761.2";"762.1";"-0.3";"73";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"04.05.2018 09:00";"19.4";"761.3";"762.1";"0.0";"79";"Calm, no wind";"0";"";"";"";"Cloud development not observed or not observable. ";"";"";"";"";"";"";"";"";"";"";"15.7";"0.2";"24";"";"";"";"";
"04.05.2018 08:00";"15.8";"761.5";"762.4";"0.3";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"04.05.2018 06:00";"13.2";"761.3";"762.1";"-0.1";"99";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"";"";"";"";"";"";
"04.05.2018 05:00";"13.6";"761.2";"762.0";"-0.3";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"04.05.2018 03:00";"14.0";"761.4";"762.2";"-1.0";"99";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"13.8";"No precipitation";"6";"";"";"";"";
"04.05.2018 02:00";"13.8";"761.5";"762.3";"-0.9";"98";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"04.05.2018 00:00";"15.2";"762.4";"763.3";"-0.6";"95";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"26.2";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"03.05.2018 23:00";"15.6";"762.4";"763.3";"-0.6";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"03.05.2018 21:00";"16.3";"763.0";"763.9";"0.0";"88";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.3";"No precipitation";"6";"";"";"";"";
"03.05.2018 20:00";"17.3";"763.0";"763.8";"0.3";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"03.05.2018 18:00";"18.2";"763.0";"763.9";"0.6";"81";"Calm, no wind";"0";"";"";"";"Precipitation ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"03.05.2018 17:00";"19.7";"762.7";"763.5";"0.3";"75";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"03.05.2018 15:00";"23.7";"762.4";"763.2";"-1.1";"61";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"15.7";"0.2";"6";"";"";"";"";
"03.05.2018 14:00";"25.2";"762.4";"763.2";"-2.1";"44";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"03.05.2018 12:00";"24.1";"763.5";"764.3";"-1.6";"53";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"Precipitation";"9.4";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"03.05.2018 11:00";"22.1";"764.5";"765.3";"-0.6";"59";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"03.05.2018 09:00";"16.8";"765.1";"766.0";"";"81";"Wind blowing from the west-northwest";"5";"";"";"";"Cloud development not observed or not observable. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"03.05.2018 08:00";"13.7";"765.1";"765.9";"1.3";"96";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"03.05.2018 06:00";"11.1";"764.2";"765.1";"0.4";"99";"Wind blowing from the west-northwest";"2";"";"";"";"Precipitation ";"";"Precipitation";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"03.05.2018 05:00";"9.7";"763.8";"764.6";"-0.2";"99";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"03.05.2018 03:00";"11.6";"763.8";"764.6";"-0.9";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"No precipitation";"6";"";"";"";"";
"03.05.2018 02:00";"11.6";"764.0";"764.8";"-0.8";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"03.05.2018 00:00";"13.2";"764.7";"765.5";"-0.3";"99";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"23.0";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"02.05.2018 23:00";"13.7";"764.8";"765.7";"0.1";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"02.05.2018 21:00";"14.9";"765.0";"765.8";"1.1";"95";"Wind blowing from the west";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.1";"No precipitation";"6";"";"";"";"";
"02.05.2018 20:00";"15.4";"764.7";"765.5";"1.0";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"02.05.2018 18:00";"16.5";"763.9";"764.7";"0.0";"85";"Wind blowing from the east-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"02.05.2018 17:00";"19.1";"763.7";"764.5";"-0.5";"74";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"02.05.2018 15:00";"21.2";"763.9";"764.7";"-1.5";"65";"Wind blowing from the north-east";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.4";"No precipitation";"6";"";"";"";"";
"02.05.2018 14:00";"22.1";"764.2";"765.1";"-2.2";"63";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"02.05.2018 12:00";"20.5";"765.4";"766.2";"-1.8";"70";"Wind blowing from the east";"2";"";"";"";"No significant weather observed. ";"";"";"12.5";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"02.05.2018 11:00";"19.2";"766.4";"767.2";"-0.8";"74";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"02.05.2018 09:00";"16.0";"767.2";"768.1";"0.6";"86";"Wind blowing from the west-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"13.7";"0.2";"24";"";"";"";"";
"02.05.2018 08:00";"14.9";"767.2";"768.0";"1.2";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"02.05.2018 06:00";"13.0";"766.6";"767.5";"0.9";"97";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"02.05.2018 05:00";"13.0";"766.0";"766.9";"-0.1";"97";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"02.05.2018 03:00";"13.2";"765.7";"766.5";"-1.2";"98";"Wind blowing from the west";"1";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"12.9";"0.2";"6";"";"";"";"";
"02.05.2018 02:00";"13.6";"766.1";"766.9";"-1.4";"96";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"02.05.2018 00:00";"13.7";"766.9";"767.8";"-1.1";"96";"Calm, no wind";"0";"";"";"";"Precipitation ";"";"Precipitation";"";"23.0";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"01.05.2018 23:00";"14.1";"767.5";"768.4";"-0.5";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"01.05.2018 21:00";"15.1";"768.0";"768.8";"0.4";"93";"Wind blowing from the west-northwest";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"01.05.2018 20:00";"15.3";"768.0";"768.8";"0.6";"91";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"01.05.2018 18:00";"17.7";"767.6";"768.4";"0.1";"79";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"01.05.2018 17:00";"19.5";"767.4";"768.2";"-0.1";"70";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"01.05.2018 15:00";"22.0";"767.5";"768.3";"-0.8";"52";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"01.05.2018 14:00";"21.9";"767.5";"768.4";"-1.4";"56";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"01.05.2018 12:00";"21.5";"768.3";"769.1";"-1.0";"56";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"13.3";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"01.05.2018 11:00";"21.5";"768.9";"769.7";"-0.2";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"01.05.2018 09:00";"18.0";"769.3";"770.1";"1.2";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"1.0";"24";"";"";"";"";
"01.05.2018 08:00";"16.2";"769.1";"769.9";"1.1";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"01.05.2018 06:00";"13.6";"768.1";"769.0";"0.0";"95";"";"";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.8";"";"";"";"";"";"";
"01.05.2018 05:00";"13.9";"768.0";"768.8";"-0.4";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"01.05.2018 03:00";"14.3";"768.1";"769.0";"-0.8";"94";"";"";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"13.3";"0.4";"6";"";"";"";"";
"01.05.2018 02:00";"14.9";"768.4";"769.3";"-0.6";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"01.05.2018 00:00";"14.6";"768.9";"769.7";"-0.2";"93";"";"";"";"";"50%.";" ";"";"Precipitation";"";"21.3";"";"";"1000-1500";"";"";"";"13.5";"";"";"";"";"";"";
"30.04.2018 23:00";"15.2";"769.0";"769.8";"0.2";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"30.04.2018 21:00";"15.7";"769.1";"769.9";"1.3";"87";"";"";"";"";"60%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"13.5";"1.0";"6";"";"";"";"";
"30.04.2018 20:00";"15.6";"768.8";"769.6";"1.5";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"30.04.2018 18:00";"18.0";"767.8";"768.7";"0.9";"75";"";"";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.5";"";"";"";"";"";"";
"30.04.2018 17:00";"17.8";"767.3";"768.1";"0.4";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"30.04.2018 15:00";"19.1";"766.9";"767.8";"-0.6";"63";"";"";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"30.04.2018 14:00";"19.3";"766.9";"767.8";"-1.2";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"30.04.2018 12:00";"20.3";"767.5";"768.3";"-0.6";"58";"";"";"";"";"";"No significant weather observed. ";"";"";"12.7";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"30.04.2018 11:00";"19.4";"768.1";"769.0";"0.2";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"30.04.2018 09:00";"16.3";"768.1";"769.0";"1.4";"73";"";"";"";"";"70 – 80%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"11.5";"1.0";"24";"";"";"";"";
"30.04.2018 08:00";"14.1";"767.9";"768.7";"1.4";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"30.04.2018 06:00";"13.2";"766.7";"767.5";"0.5";"87";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"11.1";"";"";"";"";"";"";
"30.04.2018 05:00";"13.5";"766.5";"767.3";"0.5";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"30.04.2018 03:00";"14.8";"766.2";"767.0";"-0.2";"90";"";"";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"13.2";"0.2";"6";"";"";"";"";
"30.04.2018 02:00";"15.5";"766.0";"766.9";"-0.6";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"30.04.2018 00:00";"15.4";"766.4";"767.2";"-0.7";"82";"";"";"";"";"100%.";" ";"";"";"";"20.0";"";"";"1500-2000";"";"";"";"12.3";"";"";"";"";"";"";
"29.04.2018 23:00";"15.3";"766.6";"767.4";"-0.4";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"29.04.2018 21:00";"15.6";"767.1";"767.9";"0.5";"87";"";"";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"13.4";"0.2";"6";"";"";"";"";
"29.04.2018 20:00";"16.1";"767.0";"767.8";"0.6";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"29.04.2018 18:00";"16.7";"766.6";"767.4";"0.3";"79";"";"";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"13.0";"";"";"";"";"";"";
"29.04.2018 17:00";"17.3";"766.4";"767.2";"0.0";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"29.04.2018 15:00";"18.8";"766.3";"767.1";"-0.6";"65";"";"";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"12.1";"0.4";"6";"";"";"";"";
"29.04.2018 14:00";"17.7";"766.4";"767.2";"-1.1";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"29.04.2018 12:00";"18.1";"766.9";"767.7";"-0.6";"74";"";"";"";"";"100%.";"Precipitation ";"";"Precipitation";"13.8";"";"";"";"600-1000";"";"";"";"13.4";"";"";"";"";"";"";
"29.04.2018 11:00";"16.5";"767.5";"768.4";"0.2";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"29.04.2018 09:00";"16.8";"767.5";"768.4";"1.2";"76";"";"";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.5";"0.8";"24";"";"";"";"";
"29.04.2018 08:00";"15.8";"767.3";"768.1";"1.4";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"29.04.2018 06:00";"13.9";"766.3";"767.1";"0.5";"86";"";"";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"11.6";"";"";"";"";"";"";
"29.04.2018 05:00";"13.9";"765.9";"766.7";"-0.1";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"29.04.2018 03:00";"14.7";"765.8";"766.6";"-0.7";"82";"";"";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"11.7";"0.2";"6";"";"";"";"";
"29.04.2018 02:00";"14.8";"766.0";"766.8";"-0.4";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"29.04.2018 00:00";"14.5";"766.5";"767.3";"-0.1";"82";"";"";"";"";"10%  or less, but not 0";" ";"";"Precipitation";"";"20.9";"";"";"1500-2000";"";"";"";"11.5";"";"";"";"";"";"";
"28.04.2018 23:00";"14.7";"766.4";"767.2";"-0.1";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"28.04.2018 21:00";"15.0";"766.6";"767.4";"0.8";"80";"";"";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"11.6";"0.2";"6";"";"";"";"";
"28.04.2018 20:00";"16.1";"766.5";"767.3";"1.1";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"28.04.2018 18:00";"17.6";"765.8";"766.6";"0.3";"68";"";"";"";"";"100%.";"Rain (not freezing). ";"";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"11.6";"";"";"";"";"";"";
"28.04.2018 17:00";"19.1";"765.4";"766.3";"0.1";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"28.04.2018 15:00";"17.5";"765.5";"766.3";"-0.5";"76";"";"";"";"";"100%.";"Rain, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"13.2";"0.4";"6";"";"";"";"";
"28.04.2018 14:00";"20.3";"765.3";"766.1";"-0.9";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"28.04.2018 12:00";"18.7";"766.0";"766.9";"-0.6";"67";"";"";"";"";"100%.";" ";"";"Precipitation";"14.7";"";"";"";"1500-2000";"";"";"";"12.5";"";"";"";"";"";"";
"28.04.2018 11:00";"20.2";"766.2";"767.0";"-0.2";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"28.04.2018 09:00";"17.3";"766.6";"767.5";"0.9";"80";"";"";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"13.8";"3.0";"24";"";"";"";"";
"28.04.2018 08:00";"15.6";"766.4";"767.2";"1.0";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"28.04.2018 06:00";"14.7";"765.7";"766.5";"0.3";"94";"";"";"";"";"70 – 80%.";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"13.7";"";"";"";"";"";"";
"28.04.2018 05:00";"14.8";"765.4";"766.3";"-0.2";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"28.04.2018 03:00";"15.1";"765.4";"766.2";"-0.5";"92";"";"";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"13.8";"2.0";"6";"";"";"";"";
"28.04.2018 02:00";"15.2";"765.6";"766.4";"-0.4";"91";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"28.04.2018 00:00";"15.9";"765.9";"766.7";"-0.6";"85";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"22.4";"";"";"1000-1500";"";"";"";"13.4";"";"";"";"";"";"";
"27.04.2018 23:00";"15.7";"766.0";"766.8";"-0.4";"87";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"27.04.2018 21:00";"15.8";"766.5";"767.3";"0.9";"90";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";"Rain, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"14.2";"0.2";"6";"";"";"";"";
