# Weather station Hobart (airport), Australia, WMO_ID=94975,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94975&lang=en
#
"Local time in Hobart (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.05.2018 05:00";"11.7";"760.0";"762.5";"-0.7";"68";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"23.05.2018 04:00";"10.8";"760.0";"762.4";"-0.9";"71";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"23.05.2018 03:00";"10.5";"760.3";"762.7";"-0.9";"68";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"";"";"25.0";"4.7";"No precipitation";"6";"";"";"";"";
"23.05.2018 02:00";"10.9";"760.7";"763.2";"-0.6";"64";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"23.05.2018 01:00";"9.7";"760.9";"763.4";"-0.6";"68";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"23.05.2018 00:00";"5.2";"761.2";"763.7";"-0.2";"78";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"15.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"16.0";"1.7";"";"";"";"";"";"";
"22.05.2018 23:00";"7.4";"761.3";"763.8";"0.2";"66";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"22.05.2018 22:00";"8.7";"761.5";"764.0";"0.6";"62";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"22.05.2018 21:00";"8.1";"761.4";"763.9";"0.9";"65";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"1.8";"No precipitation";"6";"";"";"";"";
"22.05.2018 20:00";"8.0";"761.1";"763.6";"1.2";"62";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"22.05.2018 19:00";"10.6";"760.9";"763.3";"2.1";"48";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"22.05.2018 18:00";"11.5";"760.5";"763.0";"2.3";"45";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"14.0";"0.0";"";"";"";"";"";"";
"22.05.2018 17:00";"11.5";"759.9";"762.4";"1.7";"48";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"22.05.2018 16:00";"12.3";"758.8";"761.3";"0.7";"46";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"22.05.2018 15:00";"13.0";"758.2";"760.7";"0.4";"40";"Wind blowing from the west-southwest";"13";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"14.0";"-0.4";"No precipitation";"6";"";"";"";"";
"22.05.2018 14:00";"13.4";"758.2";"760.7";"0.6";"40";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"22.05.2018 13:00";"13.4";"758.1";"760.6";"1.0";"43";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"22.05.2018 12:00";"13.3";"757.8";"760.3";"1.2";"45";"Wind blowing from the west-southwest";"11";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"16.0";"1.4";"";"";"";"";"";"";
"22.05.2018 11:00";"13.2";"757.6";"760.1";"1.7";"39";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"22.05.2018 10:00";"13.5";"757.1";"759.6";"2.2";"39";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"22.05.2018 09:00";"13.5";"756.6";"759.1";"2.6";"38";"Wind blowing from the west";"5";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"16.0";"-0.6";"No precipitation";"24";"";"";"";"";
"22.05.2018 08:00";"12.4";"755.9";"758.4";"2.4";"48";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"22.05.2018 07:00";"12.5";"754.9";"757.4";"1.6";"44";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"22.05.2018 06:00";"12.9";"754.0";"756.4";"0.9";"42";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"0.2";"";"";"";"";"";"";
"22.05.2018 05:00";"12.9";"753.5";"756.0";"1.0";"37";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"22.05.2018 04:00";"13.3";"753.3";"755.8";"1.2";"37";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"22.05.2018 03:00";"13.1";"753.1";"755.5";"1.2";"37";"Wind blowing from the west";"5";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"-1.2";"No precipitation";"6";"";"";"";"";
"22.05.2018 02:00";"14.3";"752.5";"754.9";"0.9";"40";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"22.05.2018 01:00";"14.5";"752.1";"754.6";"0.6";"49";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"22.05.2018 00:00";"14.3";"751.9";"754.4";"1.2";"57";"Wind blowing from the north-west";"5";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"1000-1500";"";"";"40.0";"5.7";"";"";"";"";"";"";
"21.05.2018 23:00";"14.8";"751.6";"754.0";"0.7";"51";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"21.05.2018 22:00";"14.4";"751.5";"754.0";"0.4";"54";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"21.05.2018 21:00";"14.3";"750.7";"753.1";"-0.4";"57";"Wind blowing from the west-northwest";"12";"";"";"50%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"5.7";"No precipitation";"6";"";"";"";"";
"21.05.2018 20:00";"14.3";"750.9";"753.4";"-0.7";"57";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"21.05.2018 19:00";"14.1";"751.1";"753.6";"-1.0";"55";"Wind blowing from the west-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"21.05.2018 18:00";"14.0";"751.1";"753.6";"-0.8";"56";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"5.3";"";"";"";"";"";"";
"21.05.2018 17:00";"13.7";"751.6";"754.0";"";"56";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"21.05.2018 16:00";"14.0";"752.1";"754.6";"";"50";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"21.05.2018 15:00";"14.5";"751.9";"754.4";"";"54";"Wind blowing from the north-west";"9";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"5.2";"No precipitation";"6";"";"";"";"";
"21.05.2018 10:00";"12.6";"754.6";"757.1";"-0.5";"53";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"21.05.2018 09:00";"12.4";"754.6";"757.1";"-0.3";"53";"Wind blowing from the west-northwest";"10";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"2.9";"1.0";"24";"";"";"";"";
"21.05.2018 08:00";"11.5";"754.9";"757.3";"0.2";"53";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"21.05.2018 07:00";"10.3";"755.1";"757.6";"0.7";"59";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"21.05.2018 06:00";"10.1";"754.9";"757.4";"0.3";"64";"Wind blowing from the north-west";"5";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"3.5";"";"";"";"";"";"";
"21.05.2018 05:00";"10.2";"754.7";"757.2";"-0.2";"68";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"21.05.2018 04:00";"10.1";"754.4";"756.9";"-0.4";"70";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"21.05.2018 03:00";"10.7";"754.6";"757.1";"-0.1";"66";"Wind blowing from the north-west";"5";"";"";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"";"";"30.0";"4.5";"Trace of precipitation";"6";"";"";"";"";
"21.05.2018 02:00";"10.0";"754.9";"757.3";"0.7";"67";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"21.05.2018 01:00";"10.1";"754.8";"757.3";"0.6";"71";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"21.05.2018 00:00";"11.5";"754.7";"757.2";"0.6";"68";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"15.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"200-300";"";"";"30.0";"5.7";"";"";"";"";"";"";
"20.05.2018 23:00";"11.4";"754.2";"756.7";"0.1";"71";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"20.05.2018 22:00";"11.0";"754.2";"756.7";"0.5";"81";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"20.05.2018 21:00";"11.6";"754.1";"756.6";"0.4";"79";"Wind blowing from the north";"5";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"";"";"30.0";"8.1";"1.0";"6";"";"";"";"";
"20.05.2018 20:00";"11.7";"754.1";"756.6";"0.1";"82";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"20.05.2018 19:00";"11.7";"753.7";"756.1";"-0.6";"78";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"20.05.2018 18:00";"11.2";"753.7";"756.1";"-0.7";"85";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"30.0";"8.8";"";"";"";"";"";"";
"20.05.2018 17:00";"11.7";"754.0";"756.4";"-0.6";"81";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"20.05.2018 16:00";"12.2";"754.3";"756.8";"-0.3";"75";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"20.05.2018 15:00";"14.6";"754.4";"756.9";"-0.4";"56";"Wind blowing from the north-west";"7";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"";"";"30.0";"5.8";"Trace of precipitation";"6";"";"";"";"";
"20.05.2018 14:00";"14.2";"754.6";"757.0";"-0.3";"54";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"20.05.2018 13:00";"13.9";"754.6";"757.1";"-0.2";"47";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"20.05.2018 12:00";"13.9";"754.8";"757.3";"0.3";"43";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"10.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"1.4";"";"";"";"";"";"";
"20.05.2018 11:00";"14.9";"754.9";"757.4";"1.0";"33";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"20.05.2018 10:00";"13.8";"754.8";"757.3";"1.6";"35";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"20.05.2018 09:00";"13.2";"754.5";"757.0";"1.7";"48";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"2.2";"No precipitation";"24";"";"";"";"";
"20.05.2018 08:00";"11.6";"753.9";"756.4";"1.7";"49";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"20.05.2018 07:00";"11.8";"753.2";"755.7";"1.4";"44";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"20.05.2018 06:00";"13.0";"752.8";"755.2";"1.4";"39";"Wind blowing from the west";"7";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"-0.7";"";"";"";"";"";"";
"20.05.2018 05:00";"12.3";"752.2";"754.6";"1.1";"54";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"20.05.2018 04:00";"13.2";"751.8";"754.3";"1.1";"50";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"20.05.2018 03:00";"13.6";"751.4";"753.9";"0.4";"53";"Wind blowing from the west";"9";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"4.0";"No precipitation";"6";"";"";"";"";
"20.05.2018 02:00";"14.0";"751.1";"753.6";"0.0";"46";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"20.05.2018 01:00";"14.0";"750.7";"753.1";"-0.7";"56";"Wind blowing from the west-northwest";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"20.05.2018 00:00";"13.8";"751.0";"753.5";"-1.5";"57";"Wind blowing from the west-northwest";"11";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"15.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"5.3";"";"";"";"";"";"";
"19.05.2018 23:00";"14.1";"751.1";"753.6";"-1.6";"52";"Wind blowing from the west";"14";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"19.05.2018 22:00";"14.0";"751.4";"753.9";"-2.0";"53";"Wind blowing from the west-northwest";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"19.05.2018 21:00";"13.0";"752.5";"755.0";"-1.5";"61";"Wind blowing from the west-northwest";"10";"";"";"40%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"5.6";"No precipitation";"6";"";"";"";"";
"19.05.2018 20:00";"12.7";"752.7";"755.2";"-1.3";"57";"Wind blowing from the west-northwest";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"19.05.2018 19:00";"12.8";"753.4";"755.8";"-1.6";"57";"Wind blowing from the west-northwest";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"19.05.2018 18:00";"13.2";"754.0";"756.4";"-1.8";"54";"Wind blowing from the west-northwest";"11";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"4.0";"";"";"";"";"";"";
"19.05.2018 17:00";"13.9";"754.0";"756.5";"-2.1";"51";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"19.05.2018 16:00";"13.8";"755.0";"757.5";"-1.9";"51";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"19.05.2018 15:00";"13.5";"755.8";"758.3";"-1.9";"53";"Wind blowing from the north-northwest";"6";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"40.0";"4.1";"No precipitation";"6";"";"";"";"";
"19.05.2018 14:00";"13.7";"756.1";"758.6";"-2.3";"53";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"19.05.2018 13:00";"14.7";"756.9";"759.4";"-2.1";"49";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
