# Weather station Townsville (airport), Australia, WMO_ID=94294,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94294&lang=en
#
"Local time in Townsville (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.06.2019 05:00";"10.3";"762.2";"";"";"59";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.06.2019 04:00";"10.8";"761.8";"762.7";"-0.7";"69";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"24.06.2019 03:00";"9.4";"762.1";"763.0";"-0.5";"74";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"24.06.2019 01:00";"10.7";"762.5";"763.3";"-0.2";"77";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"24.06.2019 00:00";"12.1";"762.6";"763.4";"-0.2";"63";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"25.3";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"23.06.2019 23:00";"14.2";"762.9";"";"";"66";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.06.2019 22:00";"13.9";"762.7";"763.6";"0.8";"70";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"23.06.2019 21:00";"13.0";"762.8";"763.6";"1.4";"83";"Wind blowing from the west-southwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.1";"No precipitation";"6";"";"";"";"";
"23.06.2019 19:00";"16.4";"761.9";"762.7";"1.5";"67";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"23.06.2019 18:00";"18.6";"761.4";"762.2";"1.1";"53";"Wind blowing from the north-northeast";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"23.06.2019 17:00";"23.0";"761.1";"";"";"39";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.06.2019 16:00";"23.6";"760.4";"761.2";"-0.7";"29";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"23.06.2019 15:00";"24.0";"760.3";"761.2";"-1.7";"30";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.4";"0.2";"6";"";"";"";"";
"23.06.2019 13:00";"23.8";"761.1";"761.9";"-1.9";"18";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"23.06.2019 12:00";"24.0";"762.0";"762.8";"-1.4";"18";"Wind blowing from the south";"5";"";"";"";"Precipitation ";"";"Precipitation";"8.0";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"23.06.2019 11:00";"18.1";"763.1";"";"";"31";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.06.2019 10:00";"19.9";"763.0";"763.9";"0.0";"27";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"23.06.2019 09:00";"17.9";"763.4";"764.2";"0.7";"32";"Wind blowing from the south-southwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.9";"No precipitation";"24";"";"";"";"";
"23.06.2019 07:00";"9.5";"763.0";"763.8";"0.6";"65";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"23.06.2019 06:00";"9.0";"762.7";"763.5";"0.3";"77";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"23.06.2019 05:00";"10.6";"762.4";"";"";"71";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.06.2019 04:00";"9.9";"762.4";"763.3";"-0.4";"74";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"23.06.2019 03:00";"9.8";"762.4";"763.2";"-0.5";"75";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"23.06.2019 01:00";"12.5";"762.8";"763.6";"-0.4";"75";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"23.06.2019 00:00";"13.4";"762.9";"763.7";"-0.1";"66";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"";"24.4";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"22.06.2019 23:00";"16.5";"763.3";"";"";"61";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.06.2019 22:00";"15.2";"763.2";"764.0";"0.9";"69";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"22.06.2019 21:00";"15.1";"763.0";"763.8";"1.2";"71";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"22.06.2019 19:00";"17.5";"762.3";"763.1";"1.3";"61";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"22.06.2019 18:00";"18.4";"761.8";"762.7";"0.6";"56";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"22.06.2019 17:00";"22.6";"761.5";"";"";"43";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.06.2019 16:00";"22.7";"761.0";"761.8";"-1.0";"38";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"22.06.2019 15:00";"23.4";"761.2";"762.0";"-1.6";"31";"Wind blowing from the east-northeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.5";"No precipitation";"6";"";"";"";"";
"22.06.2019 13:00";"22.9";"762.0";"762.8";"-1.5";"29";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"22.06.2019 12:00";"22.7";"762.8";"763.6";"-0.7";"27";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"11.5";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"22.06.2019 11:00";"19.1";"763.9";"";"";"32";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.06.2019 10:00";"20.2";"763.5";"764.3";"1.1";"28";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"22.06.2019 09:00";"19.0";"763.5";"764.3";"1.1";"31";"Wind blowing from the south";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.4";"No precipitation";"24";"";"";"";"";
"22.06.2019 07:00";"13.0";"762.4";"763.3";"0.2";"56";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"22.06.2019 06:00";"13.1";"762.4";"763.2";"0.1";"57";"Wind blowing from the south-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"22.06.2019 05:00";"13.1";"762.4";"";"";"59";"Wind blowing from the north-northwest";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.06.2019 04:00";"12.6";"762.2";"763.0";"-0.5";"68";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"22.06.2019 03:00";"12.1";"762.3";"763.1";"-0.6";"77";"Wind blowing from the south";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.2";"No precipitation";"6";"";"";"";"";
"22.06.2019 01:00";"14.0";"762.7";"763.6";"-0.6";"57";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"22.06.2019 00:00";"16.0";"762.9";"763.7";"-0.4";"48";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"26.2";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"21.06.2019 23:00";"17.9";"763.4";"";"";"46";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.06.2019 22:00";"16.5";"763.3";"764.2";"1.0";"59";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"21.06.2019 21:00";"17.0";"763.3";"764.1";"1.6";"52";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"21.06.2019 19:00";"19.2";"762.3";"763.1";"1.3";"66";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"21.06.2019 18:00";"20.4";"761.7";"762.5";"0.7";"44";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"21.06.2019 17:00";"25.5";"761.5";"";"";"28";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.06.2019 16:00";"25.5";"761.0";"761.8";"-1.1";"22";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"21.06.2019 15:00";"25.7";"761.0";"761.8";"-1.9";"21";"Wind blowing from the south-southwest";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.9";"No precipitation";"6";"";"";"";"";
"21.06.2019 13:00";"24.6";"762.1";"762.9";"-1.6";"21";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"21.06.2019 12:00";"24.9";"762.9";"763.7";"-0.8";"20";"Wind blowing from the south-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"8.8";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"21.06.2019 11:00";"18.6";"763.9";"";"";"32";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.06.2019 10:00";"21.6";"763.7";"764.5";"0.4";"29";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"21.06.2019 09:00";"18.6";"763.7";"764.5";"0.7";"50";"Wind blowing from the west-southwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.8";"No precipitation";"24";"";"";"";"";
"21.06.2019 07:00";"9.4";"763.3";"764.1";"0.7";"89";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"21.06.2019 06:00";"10.5";"763.0";"763.8";"0.3";"84";"Wind blowing from the north-west";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"21.06.2019 05:00";"11.6";"762.8";"";"";"85";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.06.2019 04:00";"11.2";"762.6";"763.4";"-0.6";"92";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"21.06.2019 03:00";"11.2";"762.7";"763.5";"-0.7";"91";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"21.06.2019 01:00";"11.7";"763.2";"764.0";"-0.7";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"21.06.2019 00:00";"12.4";"763.4";"764.2";"-0.4";"89";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"24.7";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"20.06.2019 23:00";"16.9";"763.9";"";"";"80";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.06.2019 22:00";"15.1";"763.9";"764.8";"0.9";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"20.06.2019 21:00";"16.0";"763.8";"764.6";"1.4";"77";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"20.06.2019 19:00";"18.3";"763.0";"763.8";"1.6";"70";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"20.06.2019 18:00";"19.0";"762.4";"763.2";"1.0";"63";"Wind blowing from the north-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"20.06.2019 17:00";"22.8";"762.1";"";"";"48";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.06.2019 16:00";"23.4";"761.4";"762.2";"-1.0";"40";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"20.06.2019 15:00";"23.8";"761.4";"762.2";"-1.7";"40";"Wind blowing from the north-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.4";"No precipitation";"6";"";"";"";"";
"20.06.2019 13:00";"23.9";"762.4";"763.2";"-1.6";"38";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"20.06.2019 12:00";"23.0";"763.1";"763.9";"-0.9";"42";"Wind blowing from the east-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"10.4";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"20.06.2019 11:00";"19.2";"764.1";"";"";"47";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.06.2019 10:00";"21.7";"764.0";"764.8";"0.8";"43";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"20.06.2019 09:00";"19.4";"764.0";"764.8";"1.3";"59";"Wind blowing from the west";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"24";"";"";"";"";
"20.06.2019 07:00";"12.0";"763.2";"764.0";"1.0";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"20.06.2019 06:00";"11.2";"762.7";"763.5";"0.4";"92";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"20.06.2019 05:00";"12.4";"762.4";"";"";"84";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.06.2019 04:00";"12.4";"762.2";"763.0";"-0.5";"93";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"20.06.2019 03:00";"12.0";"762.3";"763.1";"-0.5";"95";"Wind blowing from the west-northwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.2";"No precipitation";"6";"";"";"";"";
"20.06.2019 01:00";"12.3";"762.7";"763.6";"-0.5";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"20.06.2019 00:00";"13.2";"762.8";"763.6";"-0.5";"92";"Wind blowing from the south-west";"2";"";"";"";"No significant weather observed. ";"";"";"";"24.9";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"19.06.2019 23:00";"18.3";"763.1";"";"";"65";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.06.2019 22:00";"16.6";"763.2";"764.0";"0.5";"66";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"19.06.2019 21:00";"17.0";"763.3";"764.1";"1.2";"64";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"19.06.2019 19:00";"18.2";"762.7";"763.5";"1.6";"61";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"19.06.2019 18:00";"19.9";"762.1";"763.0";"1.0";"52";"Wind blowing from the east-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"19.06.2019 17:00";"23.2";"761.8";"";"";"46";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.06.2019 16:00";"23.2";"761.1";"761.9";"-0.7";"42";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"19.06.2019 15:00";"24.0";"761.1";"761.9";"-1.6";"39";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.2";"No precipitation";"6";"";"";"";"";
"19.06.2019 13:00";"24.4";"761.8";"762.7";"-1.9";"33";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"19.06.2019 12:00";"24.8";"762.7";"763.6";"-1.0";"37";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"14.6";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"19.06.2019 11:00";"20.0";"763.9";"";"";"36";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.06.2019 10:00";"22.7";"763.7";"764.5";"0.7";"33";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"19.06.2019 09:00";"19.9";"763.7";"764.5";"1.3";"58";"Wind blowing from the west-southwest";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.3";"No precipitation";"24";"";"";"";"";
"19.06.2019 07:00";"15.0";"763.0";"763.8";"1.1";"94";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"19.06.2019 06:00";"14.8";"762.4";"763.3";"0.6";"92";"Wind blowing from the south";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.5";"";"";"";"";"";"";
"19.06.2019 05:00";"15.6";"762.2";"";"";"90";"Wind blowing from the east-northeast";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.06.2019 04:00";"15.0";"761.9";"762.7";"-0.5";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"19.06.2019 03:00";"14.9";"761.8";"762.7";"-0.8";"97";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.4";"No precipitation";"6";"";"";"";"";
"19.06.2019 01:00";"16.1";"762.4";"763.2";"-0.6";"98";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"19.06.2019 00:00";"16.9";"762.6";"763.4";"0.0";"95";"Wind blowing from the south";"2";"";"";"";"No significant weather observed. ";"";"";"";"26.2";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"18.06.2019 23:00";"19.7";"763.2";"";"";"83";"Wind blowing from the north-northwest";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.06.2019 22:00";"18.1";"763.0";"763.8";"1.3";"89";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"18.06.2019 21:00";"18.9";"762.6";"763.4";"1.4";"87";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.7";"No precipitation";"6";"";"";"";"";
"18.06.2019 19:00";"20.2";"761.7";"762.5";"1.2";"84";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"18.06.2019 18:00";"21.3";"761.2";"762.1";"0.6";"78";"Wind blowing from the east-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"18.06.2019 17:00";"23.9";"761.1";"";"";"68";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.06.2019 16:00";"23.8";"760.5";"761.3";"-1.0";"63";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"18.06.2019 15:00";"24.9";"760.6";"761.4";"-1.8";"57";"Wind blowing from the north-east";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.8";"No precipitation";"6";"";"";"";"";
"18.06.2019 13:00";"25.8";"761.5";"762.3";"-1.6";"40";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"18.06.2019 12:00";"25.8";"762.4";"763.2";"-0.8";"41";"Wind blowing from the north-east";"5";"";"";"";"No significant weather observed. ";"";"";"14.0";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"18.06.2019 11:00";"20.7";"763.3";"";"";"46";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.06.2019 10:00";"23.7";"763.1";"763.9";"1.0";"52";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"18.06.2019 09:00";"21.1";"763.2";"764.0";"1.4";"72";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.9";"No precipitation";"24";"";"";"";"";
"18.06.2019 07:00";"14.6";"762.1";"763.0";"0.6";"96";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"18.06.2019 06:00";"14.6";"761.8";"762.6";"0.2";"97";"Wind blowing from the north-northwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"18.06.2019 05:00";"16.6";"761.7";"";"";"88";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.06.2019 04:00";"15.9";"761.5";"762.4";"-0.8";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"18.06.2019 03:00";"16.0";"761.6";"762.4";"-0.6";"97";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"18.06.2019 01:00";"18.7";"762.3";"763.1";"-0.3";"92";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"18.06.2019 00:00";"19.1";"762.2";"763.0";"-0.2";"89";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"";"29.1";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
