# Weather station Portland (airport), Australia, WMO_ID=94828,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94828&lang=en
#
"Local time in Portland (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.08.2018 20:00";"11.0";"756.9";"764.3";"-0.1";"77";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"20.08.2018 18:00";"11.5";"756.8";"764.2";"-0.8";"71";"Wind blowing from the west";"11";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.4";"";"";"";"";"";"";
"20.08.2018 17:00";"11.5";"757.0";"764.4";"-0.7";"72";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"20.08.2018 15:00";"12.0";"757.6";"765.0";"-1.9";"63";"Wind blowing from the west";"12";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"5.2";"0.4";"6";"";"";"";"";
"20.08.2018 14:00";"12.6";"757.7";"765.1";"-2.3";"64";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"20.08.2018 12:00";"10.1";"759.5";"766.9";"-1.3";"73";"Wind blowing from the west";"10";"";"";"100%.";" ";"";"Precipitation";"7.7";"";"";"";"300-600";"";"";"";"5.5";"";"";"";"";"";"";
"20.08.2018 11:00";"11.5";"760.0";"767.4";"-0.8";"66";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"20.08.2018 09:00";"9.2";"760.8";"768.3";"-0.4";"82";"Wind blowing from the west-northwest";"7";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.3";"0.6";"24";"";"";"";"";
"20.08.2018 08:00";"9.5";"760.8";"768.3";"-0.4";"79";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"20.08.2018 06:00";"8.6";"761.2";"768.7";"-1.1";"78";"Wind blowing from the west";"6";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"9.0";"5.0";"";"";"";"";"";"";
"20.08.2018 05:00";"9.1";"761.2";"768.7";"-1.6";"69";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"20.08.2018 03:00";"8.1";"762.3";"769.8";"-1.5";"71";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.2";"No precipitation";"6";"";"";"";"";
"20.08.2018 02:00";"7.8";"762.8";"770.3";"-1.3";"76";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"20.08.2018 00:00";"8.9";"763.8";"771.3";"-0.3";"65";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"11.6";"";"";"1000-1500";"";"";"";"2.7";"";"";"";"";"";"";
"19.08.2018 23:00";"9.0";"764.1";"771.6";"-0.1";"62";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"19.08.2018 21:00";"8.9";"764.1";"771.6";"0.5";"61";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.8";"No precipitation";"6";"";"";"";"";
"19.08.2018 20:00";"9.0";"764.2";"771.7";"0.8";"56";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"19.08.2018 18:00";"8.4";"763.6";"771.1";"0.4";"64";"Wind blowing from the south-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.0";"";"";"";"";"";"";
"19.08.2018 17:00";"9.0";"763.4";"770.9";"0.4";"65";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"19.08.2018 15:00";"9.6";"763.2";"770.7";"0.2";"59";"Wind blowing from the south-southwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.0";"No precipitation";"6";"";"";"";"";
"19.08.2018 14:00";"10.7";"763.0";"770.5";"0.2";"53";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"19.08.2018 12:00";"10.7";"763.0";"770.5";"1.5";"56";"Wind blowing from the south-southwest";"6";"";"";"60%.";" ";"";"";"6.8";"";"";"";"1000-1500";"";"";"";"2.3";"";"";"";"";"";"";
"19.08.2018 11:00";"10.0";"762.8";"770.3";"2.2";"57";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"19.08.2018 09:00";"8.9";"761.5";"769.0";"2.5";"56";"Wind blowing from the south-southwest";"8";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"0.6";"3.0";"24";"";"";"";"";
"19.08.2018 08:00";"8.4";"760.6";"768.1";"2.1";"60";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"19.08.2018 06:00";"7.9";"759.0";"766.4";"1.7";"73";"Wind blowing from the south-west";"6";"";"";"";"Precipitation ";"";"Precipitation";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"19.08.2018 05:00";"8.4";"758.5";"766.0";"1.2";"70";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"19.08.2018 03:00";"9.2";"757.3";"764.8";"1.3";"65";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"2.8";"0.2";"6";"";"";"";"";
"19.08.2018 02:00";"9.1";"757.3";"764.7";"2.0";"65";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"19.08.2018 00:00";"9.7";"756.0";"763.4";"1.9";"62";"Wind blowing from the south-southwest";"8";"";"";"100%.";" ";"";"Precipitation";"";"11.4";"";"";"600-1000";"";"";"";"2.6";"";"";"";"";"";"";
"18.08.2018 23:00";"9.7";"755.3";"762.7";"1.8";"67";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"18.08.2018 21:00";"10.1";"754.1";"761.5";"2.1";"65";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"3.8";"0.4";"6";"";"";"";"";
"18.08.2018 20:00";"9.9";"753.5";"760.9";"2.3";"68";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"18.08.2018 18:00";"10.0";"752.0";"759.4";"1.8";"61";"Wind blowing from the west-southwest";"10";"";"";"40%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"2.8";"";"";"";"";"";"";
"18.08.2018 17:00";"9.9";"751.2";"758.5";"1.4";"70";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"18.08.2018 15:00";"7.4";"750.2";"757.6";"0.7";"75";"Wind blowing from the south-west";"10";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"4.0";"3.3";"2.0";"6";"";"";"";"";
"18.08.2018 14:00";"7.8";"749.8";"757.2";"0.6";"72";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"18.08.2018 12:00";"10.9";"749.5";"756.8";"1.1";"67";"Wind blowing from the west-southwest";"10";"";"";"100%.";" ";"";"Precipitation";"7.6";"";"";"";"600-1000";"";"";"";"5.0";"";"";"";"";"";"";
"18.08.2018 11:00";"9.4";"749.2";"756.5";"0.8";"69";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"18.08.2018 09:00";"9.0";"748.4";"755.8";"0.8";"70";"Wind blowing from the west";"9";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"3.8";"17.0";"24";"";"";"";"";
"18.08.2018 08:00";"9.3";"748.4";"755.8";"0.9";"70";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"18.08.2018 06:00";"9.7";"747.6";"754.9";"0.0";"64";"Wind blowing from the west";"9";"";"";"40%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.2";"";"";"";"";"";"";
"18.08.2018 05:00";"9.5";"747.5";"754.9";"-0.2";"68";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"18.08.2018 03:00";"9.7";"747.6";"754.9";"0.0";"67";"Wind blowing from the west";"9";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.9";"4.0";"6";"";"";"";"";
"18.08.2018 02:00";"9.8";"747.7";"755.1";"0.0";"67";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"18.08.2018 00:00";"9.5";"747.6";"754.9";"0.2";"85";"Wind blowing from the west";"7";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"14.5";"";"";"600-1000";"";"";"";"7.1";"";"";"";"";"";"";
"17.08.2018 23:00";"8.9";"747.7";"755.1";"1.4";"88";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"17.08.2018 21:00";"9.2";"747.4";"754.8";"1.2";"89";"Wind blowing from the west";"6";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"7.5";"13.0";"6";"";"";"";"";
"17.08.2018 20:00";"10.5";"746.3";"753.7";"-0.2";"87";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"17.08.2018 18:00";"12.8";"746.2";"753.5";"-1.1";"73";"Wind blowing from the north-west";"8";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.1";"";"";"";"";"";"";
"17.08.2018 17:00";"12.8";"746.5";"753.8";"-1.2";"73";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"17.08.2018 15:00";"13.1";"747.3";"754.6";"-2.5";"75";"Wind blowing from the north-west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"17.08.2018 14:00";"13.7";"747.7";"755.1";"-2.6";"71";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"17.08.2018 12:00";"11.0";"749.8";"757.2";"-0.9";"85";"Wind blowing from the north-west";"7";"";"";"90  or more, but not 100%";" ";"";"";"6.7";"";"";"";"200-300";"";"";"4.5";"8.6";"";"";"";"";"";"";
"17.08.2018 11:00";"11.2";"750.3";"757.6";"-0.4";"79";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"17.08.2018 09:00";"9.0";"750.7";"758.1";"0.0";"87";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"3.0";"24";"";"";"";"";
"17.08.2018 08:00";"6.9";"750.7";"758.1";"-0.1";"88";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"17.08.2018 06:00";"7.4";"750.7";"758.1";"-0.9";"88";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"5.5";"";"";"";"";"";"";
"17.08.2018 05:00";"7.0";"750.8";"758.2";"-1.1";"88";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"17.08.2018 03:00";"7.6";"751.6";"758.9";"-0.6";"88";"Wind blowing from the north-west";"6";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"5.7";"0.2";"6";"";"";"";"";
"17.08.2018 02:00";"7.1";"751.9";"759.3";"-0.5";"89";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"17.08.2018 00:00";"7.2";"752.2";"759.6";"-0.4";"88";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"13.1";"";"";"1000-1500";"";"";"";"5.3";"";"";"";"";"";"";
"16.08.2018 23:00";"6.9";"752.4";"759.7";"-0.4";"87";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"16.08.2018 21:00";"7.8";"752.6";"760.0";"0.3";"85";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"5.4";"2.0";"6";"";"";"";"";
"16.08.2018 20:00";"8.6";"752.8";"760.2";"0.5";"83";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"16.08.2018 18:00";"9.4";"752.3";"759.7";"-0.1";"74";"Wind blowing from the west-northwest";"5";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"5.0";"";"";"";"";"";"";
"16.08.2018 17:00";"10.7";"752.3";"759.7";"-0.2";"71";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"16.08.2018 15:00";"12.7";"752.4";"759.7";"-0.7";"59";"Wind blowing from the west";"8";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"16.08.2018 14:00";"12.3";"752.5";"759.8";"-0.5";"62";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"16.08.2018 12:00";"13.0";"753.1";"760.6";"0.6";"56";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"8.7";"";"";"";"1000-1500";"";"";"";"4.4";"";"";"";"";"";"";
"16.08.2018 11:00";"12.2";"753.0";"760.4";"1.1";"60";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"16.08.2018 09:00";"10.6";"752.5";"759.9";"1.2";"70";"Wind blowing from the west-southwest";"7";"";"";"70 – 80%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"5.4";"2.0";"24";"";"";"";"";
"16.08.2018 08:00";"9.6";"751.9";"759.3";"1.2";"71";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"16.08.2018 06:00";"9.3";"751.3";"758.6";"0.9";"71";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"4.3";"";"";"";"";"";"";
"16.08.2018 05:00";"9.6";"750.7";"758.1";"0.4";"72";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"16.08.2018 03:00";"9.7";"750.4";"757.7";"0.4";"73";"Wind blowing from the west";"7";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"5.1";"0.2";"6";"";"";"";"";
"16.08.2018 02:00";"9.8";"750.3";"757.6";"0.4";"72";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"16.08.2018 00:00";"10.4";"750.0";"757.3";"0.8";"69";"Wind blowing from the west";"9";"";"";"100%.";" ";"";"";"";"15.3";"";"";"600-1000";"";"";"";"4.8";"";"";"";"";"";"";
"15.08.2018 23:00";"10.4";"749.9";"757.3";"1.0";"70";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"15.08.2018 21:00";"10.1";"749.2";"756.6";"1.5";"70";"Wind blowing from the west";"11";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"15.08.2018 20:00";"10.5";"748.9";"756.2";"1.6";"64";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"15.08.2018 18:00";"11.0";"747.7";"755.0";"1.1";"66";"Wind blowing from the west";"11";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"4.9";"";"";"";"";"";"";
"15.08.2018 17:00";"11.2";"747.3";"754.6";"0.7";"68";"Wind blowing from the west";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"15.08.2018 15:00";"12.0";"746.6";"754.0";"0.0";"67";"Wind blowing from the west";"12";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"5.9";"1.0";"6";"";"";"";"";
"15.08.2018 14:00";"10.3";"746.6";"754.0";"-0.1";"74";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"15.08.2018 12:00";"12.7";"746.6";"754.0";"0.4";"75";"Wind blowing from the west";"11";"";"";"90  or more, but not 100%";"Precipitation ";"";"Precipitation";"10.2";"";"";"";"600-1000";"";"";"";"8.4";"";"";"";"";"";"";
"15.08.2018 11:00";"13.5";"746.7";"754.0";"0.9";"62";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"15.08.2018 09:00";"11.6";"746.2";"753.6";"1.2";"70";"Wind blowing from the west";"13";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.3";"4.0";"24";"";"";"";"";
"15.08.2018 08:00";"11.4";"745.8";"753.1";"1.2";"67";"Wind blowing from the west";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"15.08.2018 06:00";"11.6";"745.0";"752.4";"0.6";"71";"Wind blowing from the west";"11";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"9.0";"6.5";"";"";"";"";"";"";
"15.08.2018 05:00";"12.3";"744.6";"751.9";"0.3";"66";"Wind blowing from the west";"14";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"15.08.2018 03:00";"11.2";"744.4";"751.6";"-1.0";"84";"Wind blowing from the west-northwest";"11";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"9.0";"8.6";"2.0";"6";"";"";"";"";
"15.08.2018 02:00";"14.3";"744.3";"751.6";"-0.8";"66";"Wind blowing from the west-northwest";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"15.08.2018 00:00";"14.1";"745.4";"752.8";"-1.7";"48";"Wind blowing from the west-northwest";"11";"";"";"20–30%.";" ";"";"";"";"15.9";"";"";"2500 or more, or no clouds.";"";"";"";"3.3";"";"";"";"";"";"";
"14.08.2018 23:00";"14.7";"745.1";"752.5";"-2.6";"45";"Wind blowing from the west-northwest";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"14.08.2018 21:00";"13.9";"747.1";"754.4";"-2.1";"50";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"No precipitation";"6";"";"";"";"";
"14.08.2018 20:00";"13.6";"747.7";"755.0";"-1.7";"58";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"14.08.2018 18:00";"13.6";"749.2";"756.5";"-1.6";"61";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"14.08.2018 17:00";"14.6";"749.4";"756.7";"-2.4";"57";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"14.08.2018 15:00";"15.8";"750.8";"758.2";"-3.6";"57";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"14.08.2018 14:00";"15.6";"751.8";"759.1";"-3.7";"62";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"14.08.2018 12:00";"14.0";"754.4";"761.8";"-2.3";"66";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"8.8";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"14.08.2018 11:00";"12.1";"755.5";"762.9";"-1.8";"73";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"14.08.2018 09:00";"11.2";"756.7";"764.1";"-0.9";"81";"Wind blowing from the north-west";"9";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.1";"0.2";"24";"";"";"";"";
"14.08.2018 08:00";"10.5";"757.3";"764.7";"-0.6";"85";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"14.08.2018 06:00";"9.6";"757.6";"765.1";"-1.3";"88";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"14.08.2018 05:00";"9.7";"757.9";"765.3";"-1.5";"88";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"14.08.2018 03:00";"8.8";"758.9";"766.3";"-1.2";"85";"Wind blowing from the north";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"6.4";"No precipitation";"6";"";"";"";"";
"14.08.2018 02:00";"11.2";"759.4";"766.8";"-0.9";"80";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"14.08.2018 00:00";"11.2";"760.1";"767.5";"-0.5";"81";"Wind blowing from the west-northwest";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"14.2";"";"";"600-1000";"";"";"";"8.1";"";"";"";"";"";"";
"13.08.2018 23:00";"11.5";"760.3";"767.7";"-0.2";"81";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"13.08.2018 21:00";"12.2";"760.6";"768.1";"0.3";"80";"Wind blowing from the west-northwest";"8";"";"";"70 – 80%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.9";"0.2";"6";"";"";"";"";
"13.08.2018 20:00";"12.6";"760.5";"768.0";"0.3";"81";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"13.08.2018 18:00";"12.4";"760.3";"767.7";"0.1";"83";"Wind blowing from the west-northwest";"8";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"9.6";"";"";"";"";"";"";
"13.08.2018 17:00";"12.2";"760.2";"767.6";"-0.1";"81";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"13.08.2018 15:00";"13.1";"760.2";"767.6";"-0.7";"71";"Wind blowing from the west";"9";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.0";"No precipitation";"6";"";"";"";"";
"13.08.2018 14:00";"12.8";"760.3";"767.7";"-1.0";"76";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"13.08.2018 12:00";"12.7";"760.9";"768.4";"0.4";"69";"Wind blowing from the west";"9";"";"";"100%.";" ";"";"";"10.3";"";"";"";"600-1000";"";"";"";"7.2";"";"";"";"";"";"";
"13.08.2018 11:00";"12.1";"761.3";"768.8";"1.2";"69";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"13.08.2018 09:00";"10.9";"760.5";"768.0";"1.1";"85";"Wind blowing from the west-southwest";"10";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.5";"4.0";"24";"";"";"";"";
"13.08.2018 08:00";"10.9";"760.1";"767.5";"0.9";"84";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"13.08.2018 06:00";"11.2";"759.4";"766.8";"0.3";"81";"Wind blowing from the west";"9";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"8.1";"";"";"";"";"";"";
"13.08.2018 05:00";"10.9";"759.2";"766.6";"0.3";"79";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"13.08.2018 03:00";"11.1";"759.1";"766.6";"-0.3";"84";"Wind blowing from the west";"10";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.5";"2.0";"6";"";"";"";"";
"13.08.2018 02:00";"10.7";"758.9";"766.3";"-0.5";"87";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"13.08.2018 00:00";"10.8";"759.4";"766.8";"0.4";"89";"Wind blowing from the west";"8";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"12.8";"";"";"200-300";"";"";"";"9.1";"";"";"";"";"";"";
"12.08.2018 23:00";"11.2";"759.4";"766.8";"0.9";"88";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"12.08.2018 21:00";"10.6";"759.0";"766.4";"1.4";"87";"Wind blowing from the west";"10";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"5.0";"8.5";"0.8";"6";"";"";"";"";
