# Weather station Portland (airport), Australia, WMO_ID=94828,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94828&lang=en
#
"Local time in Portland (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.08.2018 20:00";"11.0";"758.5";"766.0";"1.2";"86";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"12.08.2018 18:00";"11.4";"757.6";"765.0";"0.9";"83";"Wind blowing from the west";"9";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.6";"";"";"";"";"";"";
"12.08.2018 17:00";"11.8";"757.3";"764.7";"0.6";"79";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.08.2018 15:00";"11.6";"756.7";"764.2";"-0.5";"82";"Wind blowing from the west";"10";"";"";"70 – 80%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.6";"0.8";"6";"";"";"";"";
"12.08.2018 14:00";"11.9";"756.7";"764.2";"-0.4";"77";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"12.08.2018 12:00";"12.1";"757.2";"764.6";"0.4";"76";"Wind blowing from the west";"9";"";"";"70 – 80%.";"Precipitation ";"";"Precipitation";"5.4";"";"";"";"300-600";"";"";"";"8.0";"";"";"";"";"";"";
"12.08.2018 11:00";"12.0";"757.1";"764.5";"0.7";"68";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"12.08.2018 09:00";"10.7";"756.8";"764.2";"1.6";"67";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.8";"7.0";"24";"";"";"";"";
"12.08.2018 08:00";"9.4";"756.4";"763.8";"1.3";"67";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"12.08.2018 06:00";"8.8";"755.2";"762.7";"0.6";"69";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"3.4";"";"";"";"";"";"";
"12.08.2018 05:00";"8.1";"755.1";"762.5";"0.5";"71";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"12.08.2018 03:00";"7.9";"754.6";"762.0";"0.6";"71";"Wind blowing from the west";"8";"";"";"60%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.0";"0.6";"6";"";"";"";"";
"12.08.2018 02:00";"7.7";"754.6";"762.0";"1.0";"72";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"12.08.2018 00:00";"8.1";"754.0";"761.4";"1.3";"71";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"";"8.9";"";"";"1000-1500";"";"";"";"3.0";"";"";"";"";"";"";
"11.08.2018 23:00";"8.3";"753.6";"761.0";"1.8";"63";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"11.08.2018 21:00";"7.9";"752.7";"760.1";"2.4";"68";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"2.2";"0.8";"6";"";"";"";"";
"11.08.2018 20:00";"6.8";"751.8";"759.1";"1.9";"78";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"11.08.2018 18:00";"6.0";"750.3";"757.6";"2.2";"82";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.2";"";"";"";"";"";"";
"11.08.2018 17:00";"5.8";"749.9";"757.3";"2.2";"79";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"11.08.2018 15:00";"8.0";"748.1";"755.5";"0.3";"82";"Wind blowing from the west-southwest";"6";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"5.1";"6.0";"6";"";"";"";"";
"11.08.2018 14:00";"7.9";"747.7";"755.0";"0.0";"86";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"11.08.2018 12:00";"6.1";"747.8";"755.2";"0.5";"88";"Wind blowing from the north-west";"5";"";"";"100%.";"Precipitation ";"";"Precipitation";"5.0";"";"";"";"300-600";"";"";"";"4.3";"";"";"";"";"";"";
"11.08.2018 11:00";"6.2";"747.7";"755.1";"0.8";"89";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"11.08.2018 09:00";"6.1";"747.3";"754.6";"0.9";"91";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"4.7";"31.0";"24";"";"";"";"";
"11.08.2018 08:00";"5.5";"746.9";"754.3";"0.4";"92";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"11.08.2018 06:00";"6.1";"746.4";"753.7";"-0.6";"91";"Wind blowing from the north-northwest";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"4.7";"";"";"";"";"";"";
"11.08.2018 05:00";"6.3";"746.5";"753.8";"-0.4";"92";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"11.08.2018 03:00";"6.2";"747.0";"754.3";"-0.1";"93";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"5.0";"5.2";"4.0";"6";"";"";"";"";
"11.08.2018 02:00";"5.7";"746.9";"754.3";"-0.2";"93";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"11.08.2018 00:00";"6.1";"747.1";"754.4";"-0.5";"93";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"Precipitation";"";"14.5";"";"";"100-200";"";"";"";"5.1";"";"";"";"";"";"";
"10.08.2018 23:00";"6.5";"747.1";"754.5";"-0.1";"92";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"10.08.2018 21:00";"6.9";"747.6";"754.9";"0.5";"92";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"5.7";"17.0";"6";"";"";"";"";
"10.08.2018 20:00";"7.1";"747.2";"754.6";"0.4";"91";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"10.08.2018 18:00";"7.4";"747.1";"754.4";"0.4";"91";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";"Precipitation, heavy. ";"";"Precipitation";"";"";"";"";"300-600";"";"";"6.0";"6.0";"";"";"";"";"";"";
"10.08.2018 17:00";"8.3";"746.8";"754.2";"-0.1";"91";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"10.08.2018 15:00";"8.2";"746.7";"754.0";"-0.7";"90";"Wind blowing from the west-southwest";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.7";"3.0";"6";"";"";"";"";
"10.08.2018 14:00";"8.9";"746.9";"754.3";"-0.2";"89";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"10.08.2018 12:00";"10.1";"747.4";"754.8";"0.9";"83";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"11.8";"";"";"";"100-200";"";"";"";"7.3";"";"";"";"";"";"";
"10.08.2018 11:00";"13.1";"747.1";"754.5";"0.8";"53";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"10.08.2018 09:00";"13.6";"746.5";"753.8";"1.5";"49";"Wind blowing from the north-northwest";"8";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.1";"No precipitation";"24";"";"";"";"";
"10.08.2018 08:00";"12.2";"746.3";"753.7";"0.7";"53";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"10.08.2018 06:00";"13.4";"745.0";"752.2";"-2.1";"48";"Wind blowing from the north";"9";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.6";"";"";"";"";"";"";
"10.08.2018 05:00";"13.7";"745.6";"753.0";"-2.4";"49";"Wind blowing from the north";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"10.08.2018 03:00";"13.6";"747.1";"754.4";"-2.3";"50";"Wind blowing from the north";"9";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.4";"No precipitation";"6";"";"";"";"";
"10.08.2018 02:00";"13.5";"748.0";"755.4";"-1.5";"52";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"10.08.2018 00:00";"13.7";"749.4";"756.7";"-1.3";"55";"Wind blowing from the north";"8";"";"";"100%.";" ";"";"";"";"15.4";"";"";"2500 or more, or no clouds.";"";"";"";"4.8";"";"";"";"";"";"";
"09.08.2018 23:00";"13.9";"749.5";"756.8";"-2.0";"55";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"09.08.2018 21:00";"13.5";"750.7";"758.1";"-0.9";"60";"Wind blowing from the north";"9";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.9";"No precipitation";"6";"";"";"";"";
"09.08.2018 20:00";"13.5";"751.5";"758.8";"-0.3";"62";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"09.08.2018 18:00";"13.2";"751.6";"759.0";"-1.2";"66";"Wind blowing from the north";"6";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.0";"";"";"";"";"";"";
"09.08.2018 17:00";"14.1";"751.8";"759.1";"-1.6";"63";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"09.08.2018 15:00";"14.8";"752.8";"760.2";"-2.6";"57";"Wind blowing from the north-northwest";"9";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"6.4";"No precipitation";"6";"";"";"";"";
"09.08.2018 14:00";"14.6";"753.4";"760.9";"-2.4";"57";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"09.08.2018 12:00";"12.9";"755.4";"762.8";"-0.6";"68";"Wind blowing from the north-northwest";"7";"";"";"90  or more, but not 100%";" ";"";"";"8.0";"";"";"";"1000-1500";"";"";"";"7.1";"";"";"";"";"";"";
"09.08.2018 11:00";"12.4";"755.8";"763.3";"-0.1";"72";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"09.08.2018 09:00";"11.1";"756.0";"763.4";"0.6";"77";"Wind blowing from the north-northwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"7.2";"0.8";"24";"";"";"";"";
"09.08.2018 08:00";"9.5";"755.9";"763.3";"0.7";"83";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"09.08.2018 06:00";"9.5";"755.4";"762.8";"0.2";"84";"Wind blowing from the north-northwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"";"6.9";"";"";"";"";"";"";
"09.08.2018 05:00";"8.7";"755.2";"762.6";"0.0";"83";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"09.08.2018 03:00";"9.1";"755.2";"762.7";"-0.2";"81";"Wind blowing from the north-northwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"09.08.2018 02:00";"8.2";"755.2";"762.7";"-0.3";"82";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"09.08.2018 00:00";"9.0";"755.4";"762.8";"0.5";"78";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"";"12.5";"";"";"1000-1500";"";"";"";"5.4";"";"";"";"";"";"";
"08.08.2018 23:00";"9.1";"755.5";"762.9";"0.7";"76";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"08.08.2018 21:00";"10.4";"754.9";"762.4";"1.2";"67";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.5";"No precipitation";"6";"";"";"";"";
"08.08.2018 20:00";"10.7";"754.8";"762.2";"1.6";"61";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"08.08.2018 18:00";"10.5";"753.7";"761.2";"1.9";"65";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.2";"";"";"";"";"";"";
"08.08.2018 17:00";"11.6";"753.2";"760.6";"2.0";"67";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"08.08.2018 15:00";"12.0";"751.8";"759.1";"1.6";"51";"Wind blowing from the west-southwest";"8";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"2.2";"0.8";"6";"";"";"";"";
"08.08.2018 14:00";"11.9";"751.2";"758.5";"1.7";"64";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"08.08.2018 12:00";"11.7";"750.2";"757.6";"2.8";"64";"Wind blowing from the west-southwest";"11";"";"";"60%.";" ";"";"Precipitation";"9.4";"";"";"";"600-1000";"";"";"";"5.1";"";"";"";"";"";"";
"08.08.2018 11:00";"11.5";"749.5";"756.8";"2.7";"70";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"08.08.2018 09:00";"11.0";"747.4";"754.8";"1.9";"86";"Wind blowing from the west";"9";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"8.8";"9.0";"24";"";"";"";"";
"08.08.2018 08:00";"10.6";"746.8";"754.1";"1.5";"86";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"08.08.2018 06:00";"10.7";"745.5";"752.8";"0.5";"84";"Wind blowing from the north-west";"8";"";"";"70 – 80%.";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"8.1";"";"";"";"";"";"";
"08.08.2018 05:00";"11.0";"745.3";"752.6";"0.2";"83";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"08.08.2018 03:00";"10.9";"745.0";"752.2";"-0.3";"89";"Wind blowing from the north-west";"6";"";"";"60%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"9.2";"3.0";"6";"";"";"";"";
"08.08.2018 02:00";"10.9";"745.1";"752.5";"-0.2";"90";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"08.08.2018 00:00";"10.7";"745.3";"752.7";"-0.1";"88";"Wind blowing from the north-west";"7";"";"";"100%.";" ";"";"Precipitation";"";"12.7";"";"";"300-600";"";"";"";"8.8";"";"";"";"";"";"";
"07.08.2018 23:00";"11.2";"745.3";"752.7";"-0.3";"88";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"07.08.2018 21:00";"10.2";"745.4";"752.8";"-1.2";"91";"Wind blowing from the north-west";"10";"";"";"50%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.8";"4.0";"6";"";"";"";"";
"07.08.2018 20:00";"10.0";"745.6";"753.0";"-0.9";"90";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"07.08.2018 18:00";"10.1";"746.6";"754.0";"-0.1";"85";"Wind blowing from the north-west";"7";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"6.0";"7.7";"";"";"";"";"";"";
"07.08.2018 17:00";"10.8";"746.5";"753.8";"-0.2";"79";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"07.08.2018 15:00";"11.7";"746.7";"754.0";"-0.9";"73";"Wind blowing from the west-northwest";"9";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"07.08.2018 14:00";"12.2";"746.7";"754.0";"-1.3";"67";"Wind blowing from the west-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"07.08.2018 12:00";"11.8";"747.6";"754.9";"0.2";"68";"Wind blowing from the west-northwest";"9";"";"";"100%.";" ";"";"";"6.6";"";"";"";"600-1000";"";"";"";"6.1";"";"";"";"";"";"";
"07.08.2018 11:00";"11.1";"748.0";"755.3";"0.9";"70";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"07.08.2018 09:00";"10.1";"747.4";"754.7";"1.1";"68";"Wind blowing from the west";"9";"";"";"60%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"4.5";"4.0";"24";"";"";"";"";
"07.08.2018 08:00";"9.5";"747.1";"754.5";"1.4";"69";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"07.08.2018 06:00";"8.7";"746.3";"753.7";"1.3";"74";"Wind blowing from the west";"11";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"6.0";"4.3";"";"";"";"";"";"";
"07.08.2018 05:00";"9.4";"745.7";"753.1";"0.8";"74";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"07.08.2018 03:00";"9.7";"745.0";"752.4";"0.3";"67";"Wind blowing from the west";"10";"";"";"50%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.9";"0.8";"6";"";"";"";"";
"07.08.2018 02:00";"9.6";"744.9";"752.2";"0.4";"71";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"07.08.2018 00:00";"8.7";"744.7";"752.0";"0.6";"78";"Wind blowing from the west";"8";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"11.2";"";"";"1000-1500";"";"";"";"5.1";"";"";"";"";"";"";
"06.08.2018 23:00";"7.0";"744.5";"751.8";"1.0";"73";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"06.08.2018 21:00";"7.3";"744.1";"751.4";"1.7";"75";"Wind blowing from the west";"10";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"9.0";"3.2";"2.0";"6";"";"";"";"";
"06.08.2018 20:00";"8.5";"743.5";"750.8";"1.7";"76";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"06.08.2018 18:00";"9.6";"742.4";"749.7";"1.9";"68";"Wind blowing from the west";"10";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"4.0";"";"";"";"";"";"";
"06.08.2018 17:00";"8.4";"741.8";"749.1";"1.6";"74";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"06.08.2018 15:00";"10.0";"740.5";"747.8";"0.9";"71";"Wind blowing from the west";"10";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"5.0";"0.6";"6";"";"";"";"";
"06.08.2018 14:00";"8.8";"740.2";"747.4";"0.0";"76";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"06.08.2018 12:00";"9.7";"739.6";"746.9";"0.0";"85";"Wind blowing from the north-west";"6";"";"";"100%.";"Precipitation ";"";"Precipitation";"6.5";"";"";"";"300-600";"";"";"";"7.3";"";"";"";"";"";"";
"06.08.2018 11:00";"8.6";"740.2";"747.5";"0.6";"76";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"06.08.2018 09:00";"7.2";"739.6";"746.9";"0.2";"86";"Wind blowing from the north-northwest";"7";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.0";"4.0";"24";"";"";"";"";
"06.08.2018 08:00";"6.6";"739.6";"746.9";"-0.2";"88";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"06.08.2018 06:00";"7.0";"739.4";"746.7";"-0.4";"88";"Wind blowing from the north-northwest";"7";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"5.2";"";"";"";"";"";"";
"06.08.2018 05:00";"6.6";"739.8";"747.1";"-0.1";"86";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"06.08.2018 03:00";"7.3";"739.8";"747.1";"-1.0";"89";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"5.6";"1.0";"6";"";"";"";"";
"06.08.2018 02:00";"7.8";"739.9";"747.2";"-0.9";"90";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"06.08.2018 00:00";"7.9";"740.8";"748.0";"0.0";"90";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"Precipitation";"";"16.9";"";"";"1000-1500";"";"";"";"6.4";"";"";"";"";"";"";
"05.08.2018 23:00";"8.4";"740.8";"748.0";"0.5";"90";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"05.08.2018 21:00";"9.1";"740.8";"748.1";"0.7";"87";"Wind blowing from the west-northwest";"5";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"";"7.1";"2.0";"6";"";"";"";"";
"05.08.2018 20:00";"9.4";"740.3";"747.6";"0.5";"79";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"05.08.2018 18:00";"11.0";"740.1";"747.4";"0.2";"73";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"6.2";"";"";"";"";"";"";
"05.08.2018 17:00";"11.1";"739.8";"747.1";"-0.6";"74";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"05.08.2018 15:00";"15.6";"739.9";"747.1";"-2.4";"47";"Wind blowing from the north";"7";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.3";"No precipitation";"6";"";"";"";"";
"05.08.2018 14:00";"16.1";"740.4";"747.7";"-2.9";"47";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.08.2018 12:00";"14.9";"742.3";"749.5";"-2.0";"49";"Wind blowing from the north";"6";"";"";"60%.";" ";"";"";"10.0";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.3";"";"";"";"";"";"";
"05.08.2018 11:00";"14.3";"743.3";"750.6";"-1.4";"49";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"05.08.2018 09:00";"11.3";"744.3";"751.6";"-0.4";"52";"Wind blowing from the north";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.8";"1.0";"24";"";"";"";"";
"05.08.2018 08:00";"10.3";"744.7";"751.9";"0.2";"56";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"05.08.2018 06:00";"11.4";"744.7";"752.0";"-0.3";"54";"Wind blowing from the north";"6";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.4";"";"";"";"";"";"";
"05.08.2018 05:00";"11.8";"744.5";"751.8";"-1.1";"54";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
