# Weather station Gladstone (airport), Australia, WMO_ID=94381,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94381&lang=en
#
"Local time in Gladstone (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.02.2018 09:00";"26.7";"760.4";"761.8";"0.9";"56";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"No precipitation";"24";"";"";"";"";
"06.02.2018 06:00";"22.2";"759.5";"760.9";"0.6";"70";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"06.02.2018 03:00";"22.1";"758.9";"760.3";"-0.9";"69";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"06.02.2018 00:00";"23.3";"759.8";"761.2";"-0.5";"66";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"31.4";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"05.02.2018 21:00";"24.5";"760.3";"761.8";"1.7";"60";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"No precipitation";"6";"";"";"";"";
"05.02.2018 18:00";"27.0";"758.6";"760.0";"0.5";"58";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"05.02.2018 15:00";"29.4";"758.1";"759.5";"-1.1";"51";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"No precipitation";"6";"";"";"";"";
"05.02.2018 12:00";"28.7";"759.2";"760.6";"-0.5";"51";"Wind blowing from the east-southeast";"6";"";"";"60%.";" ";"";"";"20.8";"";"";"";"1000-1500";"";"";"";"17.6";"";"";"";"";"";"";
"05.02.2018 09:00";"26.1";"759.7";"761.1";"0.9";"59";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"4.0";"24";"";"";"";"";
"05.02.2018 06:00";"22.2";"758.8";"760.3";"1.2";"71";"Wind blowing from the south-southeast";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"16.7";"";"";"";"";"";"";
"05.02.2018 03:00";"21.8";"757.6";"759.1";"-0.7";"71";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"No precipitation";"6";"";"";"";"";
"05.02.2018 00:00";"22.6";"758.3";"759.7";"-0.7";"68";"Wind blowing from the south-southeast";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"23.0";"";"";"2500 or more, or no clouds.";"";"";"";"16.4";"";"";"";"";"";"";
"04.02.2018 21:00";"22.7";"759.0";"760.4";"0.6";"73";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"17.6";"1.0";"6";"";"";"";"";
"04.02.2018 18:00";"21.0";"758.4";"759.8";"0.8";"85";"Wind blowing from the south-east";"6";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"300-600";"";"";"8.0";"18.4";"";"";"";"";"";"";
"04.02.2018 15:00";"21.1";"757.6";"759.0";"-0.8";"87";"Wind blowing from the south-east";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"18.9";"2.0";"6";"";"";"";"";
"04.02.2018 12:00";"22.7";"758.4";"759.8";"0.0";"70";"Wind blowing from the south-southeast";"6";"";"";"100%.";" ";"";"";"18.9";"";"";"";"1000-1500";"";"";"";"16.9";"";"";"";"";"";"";
"04.02.2018 09:00";"20.3";"758.4";"759.8";"0.9";"75";"Wind blowing from the south-east";"7";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"15.7";"26.0";"24";"";"";"";"";
"04.02.2018 06:00";"19.7";"757.5";"758.9";"1.7";"84";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"16.9";"";"";"";"";"";"";
"04.02.2018 03:00";"20.2";"755.8";"757.3";"-1.0";"86";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"17.8";"3.0";"6";"";"";"";"";
"04.02.2018 00:00";"19.6";"756.8";"758.2";"-0.2";"89";"Wind blowing from the south-southeast";"5";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"24.0";"";"";"300-600";"";"";"7.0";"17.7";"";"";"";"";"";"";
"03.02.2018 21:00";"19.1";"757.0";"758.5";"0.9";"89";"Wind blowing from the south-east";"5";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"17.2";"9.0";"6";"";"";"";"";
"03.02.2018 18:00";"19.1";"756.1";"757.6";"0.9";"88";"Wind blowing from the south-southeast";"7";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"300-600";"";"";"7.0";"17.1";"";"";"";"";"";"";
"03.02.2018 15:00";"20.1";"755.2";"756.6";"-0.2";"88";"Wind blowing from the south";"6";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"18.1";"11.0";"6";"";"";"";"";
"03.02.2018 12:00";"22.4";"755.4";"756.8";"-0.8";"84";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"Precipitation";"20.6";"";"";"";"300-600";"";"";"6.0";"19.6";"";"";"";"";"";"";
"03.02.2018 09:00";"22.3";"756.2";"757.6";"0.5";"86";"Wind blowing from the south-east";"5";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"19.8";"6.0";"24";"";"";"";"";
"03.02.2018 06:00";"20.8";"755.7";"757.1";"0.6";"92";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"";"";"";"200-300";"";"";"7.0";"19.5";"";"";"";"";"";"";
"03.02.2018 03:00";"20.7";"755.1";"756.5";"-1.0";"90";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"8.0";"19.0";"3.0";"6";"";"";"";"";
"03.02.2018 00:00";"21.0";"756.1";"757.6";"0.0";"89";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"Precipitation";"";"27.6";"";"";"200-300";"";"";"6.0";"19.1";"";"";"";"";"";"";
"02.02.2018 21:00";"21.7";"756.1";"757.6";"1.4";"89";"Wind blowing from the south-east";"5";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"";"19.8";"1.0";"6";"";"";"";"";
"02.02.2018 18:00";"23.9";"754.7";"756.1";"0.2";"82";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"300-600";"";"";"";"20.6";"";"";"";"";"";"";
"02.02.2018 15:00";"25.1";"754.5";"755.9";"-0.8";"80";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"7.0";"21.4";"No precipitation";"6";"";"";"";"";
"02.02.2018 12:00";"25.8";"755.3";"756.7";"-0.3";"79";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"22.3";"";"";"";"200-300";"";"";"";"21.9";"";"";"";"";"";"";
"02.02.2018 09:00";"25.7";"755.6";"757.0";"1.0";"77";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.4";"0.2";"24";"";"";"";"";
"02.02.2018 06:00";"23.3";"754.6";"756.1";"0.6";"85";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.6";"";"";"";"";"";"";
"02.02.2018 03:00";"22.5";"754.0";"755.4";"-1.5";"91";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"6.0";"21.0";"0.2";"6";"";"";"";"";
"02.02.2018 00:00";"23.1";"755.5";"757.0";"0.3";"86";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"32.2";"";"";"300-600";"";"";"";"20.6";"";"";"";"";"";"";
"01.02.2018 21:00";"25.4";"755.2";"756.7";"1.8";"76";"Wind blowing from the east-southeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"20.9";"No precipitation";"6";"";"";"";"";
"01.02.2018 18:00";"27.2";"753.4";"754.9";"0.5";"70";"Wind blowing from the east-southeast";"10";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.2";"";"";"";"";"";"";
"01.02.2018 15:00";"30.5";"752.9";"754.3";"-0.8";"60";"Wind blowing from the east";"8";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.9";"No precipitation";"6";"";"";"";"";
"01.02.2018 12:00";"30.4";"753.7";"755.2";"-0.6";"56";"Wind blowing from the east";"7";"";"";"40%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"";"20.6";"";"";"";"";"";"";
"01.02.2018 09:00";"29.9";"754.3";"755.7";"0.9";"62";"Wind blowing from the east-southeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.8";"0.2";"24";"";"";"";"";
"01.02.2018 06:00";"25.9";"753.4";"754.9";"1.7";"85";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"01.02.2018 03:00";"26.6";"751.7";"753.1";"-0.1";"82";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.3";"No precipitation";"6";"";"";"";"";
"01.02.2018 00:00";"27.2";"751.8";"753.2";"0.4";"80";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"33.4";"";"";"";"";"";"";"23.4";"";"";"";"";"";"";
"31.01.2018 21:00";"27.7";"751.4";"752.8";"1.6";"76";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.1";"No precipitation";"6";"";"";"";"";
"31.01.2018 18:00";"30.1";"749.8";"751.2";"0.3";"61";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"31.01.2018 15:00";"32.8";"749.5";"750.9";"-1.2";"55";"Wind blowing from the east-northeast";"5";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"22.6";"0.2";"6";"";"";"";"";
"31.01.2018 12:00";"31.2";"750.7";"752.2";"-0.8";"57";"Wind blowing from the north-east";"5";"";"";"";" ";"";"Precipitation";"21.3";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"31.01.2018 09:00";"28.4";"751.5";"752.9";"0.4";"64";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.9";"2.0";"24";"";"";"";"";
"31.01.2018 06:00";"22.3";"751.1";"752.5";"0.7";"80";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"31.01.2018 03:00";"22.3";"750.4";"751.9";"-0.7";"81";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"18.9";"No precipitation";"6";"";"";"";"";
"31.01.2018 00:00";"21.8";"751.1";"752.5";"0.3";"82";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"32.5";"";"";"300-600";"";"";"";"18.6";"";"";"";"";"";"";
"30.01.2018 21:00";"22.4";"750.8";"752.2";"1.0";"84";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"19.6";"2.0";"6";"";"";"";"";
"30.01.2018 18:00";"28.7";"749.8";"751.3";"0.9";"64";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.2";"";"";"";"";"";"";
"30.01.2018 15:00";"31.4";"748.9";"750.3";"-2.1";"53";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.7";"No precipitation";"6";"";"";"";"";
"30.01.2018 12:00";"30.4";"751.0";"752.4";"-1.5";"53";"Wind blowing from the north-northeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"1000-1500";"";"";"";"19.7";"";"";"";"";"";"";
"30.01.2018 09:00";"27.0";"752.5";"754.0";"0.5";"62";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"19.1";"3.0";"24";"";"";"";"";
"30.01.2018 06:00";"23.1";"752.0";"753.4";"0.5";"77";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.8";"";"";"";"";"";"";
"30.01.2018 03:00";"24.4";"751.5";"752.9";"-1.1";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.0";"No precipitation";"6";"";"";"";"";
"30.01.2018 00:00";"25.5";"752.6";"754.0";"0.0";"71";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"32.5";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"29.01.2018 21:00";"27.1";"752.6";"754.0";"1.6";"68";"Wind blowing from the east-southeast";"5";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"20.7";"3.0";"6";"";"";"";"";
"29.01.2018 18:00";"28.6";"751.0";"752.5";"-0.1";"60";"Wind blowing from the east";"7";"";"";"70 – 80%.";" ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"20.1";"";"";"";"";"";"";
"29.01.2018 15:00";"31.2";"751.1";"752.5";"-1.9";"48";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"No precipitation";"6";"";"";"";"";
"29.01.2018 12:00";"31.5";"753.0";"754.4";"-0.7";"47";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";" ";"";"";"23.9";"";"";"";"1000-1500";"";"";"";"18.8";"";"";"";"";"";"";
"29.01.2018 09:00";"28.6";"753.7";"755.2";"0.4";"58";"Wind blowing from the south-southeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"19.5";"0.2";"24";"";"";"";"";
"29.01.2018 06:00";"24.3";"753.3";"754.7";"0.8";"76";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"19.8";"";"";"";"";"";"";
"29.01.2018 03:00";"24.2";"752.5";"754.0";"-1.2";"76";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"No precipitation";"6";"";"";"";"";
"29.01.2018 00:00";"25.3";"753.7";"755.1";"-0.3";"71";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"32.9";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"28.01.2018 21:00";"26.1";"754.0";"755.4";"1.2";"72";"Wind blowing from the south";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"20.7";"0.2";"6";"";"";"";"";
"28.01.2018 18:00";"27.9";"752.8";"754.2";"0.1";"70";"Wind blowing from the south-east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.9";"";"";"";"";"";"";
"28.01.2018 15:00";"29.9";"752.7";"754.1";"-1.2";"61";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.6";"No precipitation";"6";"";"";"";"";
"28.01.2018 12:00";"31.6";"753.9";"755.3";"-0.8";"52";"Wind blowing from the east";"9";"";"";"";" ";"";"";"24.3";"";"";"";"";"";"";"";"20.5";"";"";"";"";"";"";
"28.01.2018 09:00";"29.8";"754.7";"756.1";"0.7";"60";"Wind blowing from the south-east";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.2";"No precipitation";"24";"";"";"";"";
"28.01.2018 06:00";"24.6";"754.0";"755.5";"0.5";"80";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.9";"";"";"";"";"";"";
"28.01.2018 03:00";"24.9";"753.5";"754.9";"-1.2";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.0";"No precipitation";"6";"";"";"";"";
"28.01.2018 00:00";"26.5";"754.7";"756.1";"-0.2";"71";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"32.7";"";"";"";"";"";"";"20.8";"";"";"";"";"";"";
"27.01.2018 21:00";"27.2";"754.9";"756.4";"1.2";"68";"Wind blowing from the east-southeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.8";"No precipitation";"6";"";"";"";"";
"27.01.2018 18:00";"29.1";"753.7";"755.1";"0.3";"62";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.1";"";"";"";"";"";"";
"27.01.2018 15:00";"31.6";"753.4";"754.8";"-1.5";"54";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.2";"No precipitation";"6";"";"";"";"";
"27.01.2018 12:00";"30.6";"754.9";"756.4";"-0.9";"55";"Wind blowing from the east";"9";"";"";"";" ";"";"";"24.7";"";"";"";"";"";"";"";"20.5";"";"";"";"";"";"";
"27.01.2018 09:00";"29.9";"755.8";"757.2";"0.8";"58";"Wind blowing from the east-southeast";"9";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.7";"0.2";"24";"";"";"";"";
"27.01.2018 06:00";"25.0";"755.0";"756.4";"0.7";"80";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.3";"";"";"";"";"";"";
"27.01.2018 03:00";"25.7";"754.3";"755.7";"-1.4";"77";"Wind blowing from the south-southeast";"3";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"27.01.2018 00:00";"26.7";"755.7";"757.1";"-0.2";"74";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"";"21.7";"";"";"";"";"";"";
"26.01.2018 21:00";"27.6";"755.9";"757.3";"1.1";"73";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.3";"No precipitation";"6";"";"";"";"";
"26.01.2018 18:00";"28.8";"754.8";"756.2";"-0.2";"64";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.3";"";"";"";"";"";"";
"26.01.2018 15:00";"30.8";"755.0";"756.4";"-0.9";"56";"Wind blowing from the east-southeast";"9";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"21.0";"0.2";"6";"";"";"";"";
"26.01.2018 12:00";"31.1";"755.9";"757.3";"-0.7";"55";"Wind blowing from the east";"9";"";"";"10%  or less, but not 0";" ";"";"Precipitation";"24.5";"";"";"";"600-1000";"";"";"";"21.0";"";"";"";"";"";"";
"26.01.2018 09:00";"28.5";"756.6";"758.0";"0.9";"68";"Wind blowing from the east-southeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.0";"2.0";"24";"";"";"";"";
"26.01.2018 06:00";"24.6";"755.7";"757.1";"0.5";"84";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"26.01.2018 03:00";"24.9";"755.2";"756.7";"-0.9";"84";"Wind blowing from the south-southeast";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"22.0";"1.0";"6";"";"";"";"";
"26.01.2018 00:00";"26.8";"756.1";"757.6";"0.0";"75";"Wind blowing from the east-southeast";"4";"";"";"20–30%.";" ";"";"";"";"32.7";"";"";"600-1000";"";"";"";"22.0";"";"";"";"";"";"";
"25.01.2018 21:00";"26.6";"756.1";"757.6";"0.6";"79";"Wind blowing from the east";"7";"";"";"20–30%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"22.7";"1.0";"6";"";"";"";"";
"25.01.2018 18:00";"28.6";"755.5";"756.9";"0.6";"67";"Wind blowing from the east-southeast";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.9";"";"";"";"";"";"";
"25.01.2018 15:00";"31.5";"754.9";"756.3";"-0.9";"54";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.1";"No precipitation";"6";"";"";"";"";
"25.01.2018 12:00";"31.0";"755.8";"757.2";"-0.5";"57";"Wind blowing from the east";"8";"";"";"20–30%.";" ";"";"";"23.9";"";"";"";"600-1000";"";"";"";"21.5";"";"";"";"";"";"";
"25.01.2018 09:00";"29.5";"756.3";"757.7";"0.5";"64";"Wind blowing from the east";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.0";"1.0";"24";"";"";"";"";
"25.01.2018 06:00";"24.3";"755.8";"757.2";"0.7";"78";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.2";"";"";"";"";"";"";
"25.01.2018 03:00";"25.1";"755.1";"756.5";"-1.0";"78";"Wind blowing from the south-southeast";"4";"";"";"40%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"21.0";"1.0";"6";"";"";"";"";
"25.01.2018 00:00";"26.3";"756.1";"757.6";"-0.1";"72";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"Precipitation";"";"31.8";"";"";"1500-2000";"";"";"";"20.8";"";"";"";"";"";"";
"24.01.2018 21:00";"27.2";"756.2";"757.6";"0.8";"69";"Wind blowing from the east";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.0";"No precipitation";"6";"";"";"";"";
"24.01.2018 18:00";"27.6";"755.4";"756.8";"0.7";"65";"Wind blowing from the east";"5";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.4";"";"";"";"";"";"";
"24.01.2018 15:00";"29.2";"754.7";"756.1";"-1.0";"63";"Wind blowing from the east-northeast";"8";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"24.01.2018 12:00";"30.9";"755.7";"757.1";"-1.2";"54";"Wind blowing from the east";"8";"";"";"100%.";" ";"";"";"23.8";"";"";"";"600-1000";"";"";"";"20.5";"";"";"";"";"";"";
"24.01.2018 09:00";"29.2";"756.9";"758.3";"0.8";"63";"Wind blowing from the east-southeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.4";"No precipitation";"24";"";"";"";"";
"24.01.2018 06:00";"24.4";"756.1";"757.6";"0.6";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.5";"";"";"";"";"";"";
"24.01.2018 03:00";"24.5";"755.5";"757.0";"-1.4";"78";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.4";"No precipitation";"6";"";"";"";"";
"24.01.2018 00:00";"26.2";"756.9";"758.3";"-0.4";"69";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"";"20.1";"";"";"";"";"";"";
"23.01.2018 21:00";"27.1";"757.3";"758.7";"1.2";"67";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.4";"No precipitation";"6";"";"";"";"";
"23.01.2018 18:00";"28.3";"756.1";"757.5";"0.2";"59";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.5";"";"";"";"";"";"";
"23.01.2018 15:00";"29.9";"755.9";"757.3";"-1.3";"55";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.9";"No precipitation";"6";"";"";"";"";
"23.01.2018 12:00";"29.8";"757.2";"758.6";"-0.4";"49";"Wind blowing from the east";"7";"";"";"10%  or less, but not 0";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"";"17.9";"";"";"";"";"";"";
"23.01.2018 09:00";"28.7";"757.6";"759.0";"0.9";"61";"Wind blowing from the east-southeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.4";"No precipitation";"24";"";"";"";"";
"23.01.2018 06:00";"23.0";"756.7";"758.2";"0.4";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";
"23.01.2018 03:00";"23.6";"756.3";"757.7";"-0.9";"81";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.1";"No precipitation";"6";"";"";"";"";
"23.01.2018 00:00";"26.4";"757.2";"758.6";"-0.3";"71";"Wind blowing from the east";"5";"";"";"60%.";" ";"";"";"";"31.7";"";"";"600-1000";"";"";"";"20.7";"";"";"";"";"";"";
"22.01.2018 21:00";"26.6";"757.5";"758.9";"1.4";"70";"Wind blowing from the east";"5";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.7";"No precipitation";"6";"";"";"";"";
"22.01.2018 18:00";"27.7";"756.1";"757.5";"0.4";"64";"Wind blowing from the east-northeast";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"20.3";"";"";"";"";"";"";
"22.01.2018 15:00";"29.2";"755.7";"757.1";"-1.0";"55";"Wind blowing from the east-northeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"19.2";"No precipitation";"6";"";"";"";"";
"22.01.2018 12:00";"29.6";"756.7";"758.2";"-1.0";"47";"Wind blowing from the east";"5";"";"";"10%  or less, but not 0";" ";"";"";"22.3";"";"";"";"2000-2500";"";"";"";"17.1";"";"";"";"";"";"";
"22.01.2018 09:00";"27.0";"757.7";"759.1";"0.7";"60";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.6";"No precipitation";"24";"";"";"";"";
"22.01.2018 06:00";"23.7";"757.0";"758.4";"0.7";"74";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"22.01.2018 03:00";"22.9";"756.3";"757.7";"-1.0";"78";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"No precipitation";"6";"";"";"";"";
