# Weather station Gladstone (airport), Australia, WMO_ID=94381,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94381&lang=en
#
"Local time in Gladstone (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.03.2019 21:00";"24.1";"759.3";"760.7";"1.0";"73";"Wind blowing from the south-east";"8";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"19.0";"No precipitation";"6";"";"";"";"";
"27.03.2019 18:00";"27.7";"758.3";"759.7";"0.4";"61";"Wind blowing from the east-southeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"19.5";"";"";"";"";"";"";
"27.03.2019 15:00";"28.8";"757.9";"759.4";"-1.3";"59";"Wind blowing from the east";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.0";"No precipitation";"6";"";"";"";"";
"27.03.2019 12:00";"29.3";"759.2";"760.6";"-1.1";"58";"Wind blowing from the east-southeast";"6";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"1500-2000";"";"";"";"20.2";"";"";"";"";"";"";
"27.03.2019 09:00";"28.0";"760.3";"761.7";"1.1";"69";"Wind blowing from the south-east";"4";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.8";"No precipitation";"24";"";"";"";"";
"27.03.2019 06:00";"24.4";"759.2";"760.6";"0.6";"84";"Wind blowing from the south-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.5";"";"";"";"";"";"";
"27.03.2019 03:00";"25.2";"758.6";"760.0";"-0.8";"80";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"21.5";"No precipitation";"6";"";"";"";"";
"27.03.2019 00:00";"26.9";"759.4";"760.8";"-0.5";"74";"Wind blowing from the east-northeast";"3";"";"";"40%.";" ";"";"";"";"31.6";"";"";"1000-1500";"";"";"";"21.9";"";"";"";"";"";"";
"26.03.2019 21:00";"27.1";"759.9";"761.3";"1.5";"75";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.3";"No precipitation";"6";"";"";"";"";
"26.03.2019 18:00";"27.7";"758.4";"759.8";"0.8";"70";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"26.03.2019 15:00";"29.9";"757.6";"759.1";"-1.6";"58";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.7";"No precipitation";"6";"";"";"";"";
"26.03.2019 12:00";"30.8";"759.2";"760.6";"-1.1";"54";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"22.6";"";"";"";"";"";"";"";"20.4";"";"";"";"";"";"";
"26.03.2019 09:00";"29.0";"760.3";"761.7";"0.7";"61";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.7";"No precipitation";"24";"";"";"";"";
"26.03.2019 06:00";"22.6";"759.6";"761.0";"0.8";"87";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"20.3";"";"";"";"";"";"";
"26.03.2019 03:00";"23.8";"758.8";"760.3";"-0.9";"81";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.3";"No precipitation";"6";"";"";"";"";
"26.03.2019 00:00";"26.5";"759.7";"761.2";"-0.5";"70";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"31.2";"";"";"";"";"";"";"20.6";"";"";"";"";"";"";
"25.03.2019 21:00";"26.9";"760.2";"761.6";"1.5";"70";"Wind blowing from the east-northeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.0";"No precipitation";"6";"";"";"";"";
"25.03.2019 18:00";"27.4";"758.7";"760.1";"0.5";"70";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.4";"";"";"";"";"";"";
"25.03.2019 15:00";"29.3";"758.2";"759.6";"-1.2";"58";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.2";"No precipitation";"6";"";"";"";"";
"25.03.2019 12:00";"30.2";"759.4";"760.8";"-1.1";"57";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"22.3";"";"";"";"";"";"";"";"20.7";"";"";"";"";"";"";
"25.03.2019 09:00";"28.2";"760.5";"761.9";"0.8";"65";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.0";"No precipitation";"24";"";"";"";"";
"25.03.2019 06:00";"22.5";"759.7";"761.1";"1.1";"89";"Wind blowing from the south-southwest";"3";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.6";"";"";"";"";"";"";
"25.03.2019 03:00";"23.7";"758.6";"760.0";"-1.2";"84";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"20.8";"No precipitation";"6";"";"";"";"";
"25.03.2019 00:00";"26.0";"759.8";"761.2";"-0.2";"74";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"31.2";"";"";"";"";"";"";"21.0";"";"";"";"";"";"";
"24.03.2019 21:00";"26.4";"760.0";"761.4";"1.2";"72";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.9";"No precipitation";"6";"";"";"";"";
"24.03.2019 18:00";"27.2";"758.8";"760.3";"0.3";"68";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.8";"";"";"";"";"";"";
"24.03.2019 15:00";"29.5";"758.5";"759.9";"-1.3";"58";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.4";"No precipitation";"6";"";"";"";"";
"24.03.2019 12:00";"30.2";"759.8";"761.2";"-0.8";"59";"Wind blowing from the east-northeast";"5";"";"";"20–30%.";" ";"";"";"22.3";"";"";"";"600-1000";"";"";"";"21.3";"";"";"";"";"";"";
"24.03.2019 09:00";"28.2";"760.6";"762.0";"0.9";"65";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"";"21.0";"No precipitation";"24";"";"";"";"";
"24.03.2019 06:00";"22.4";"759.7";"761.2";"1.0";"91";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.9";"";"";"";"";"";"";
"24.03.2019 03:00";"23.2";"758.7";"760.1";"-1.1";"89";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.3";"No precipitation";"6";"";"";"";"";
"24.03.2019 00:00";"24.9";"759.8";"761.2";"-0.6";"82";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.7";"";"";"600-1000";"";"";"";"21.6";"";"";"";"";"";"";
"23.03.2019 21:00";"26.5";"760.4";"761.8";"1.3";"76";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"21.9";"No precipitation";"6";"";"";"";"";
"23.03.2019 18:00";"27.3";"759.1";"760.6";"0.6";"70";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.3";"";"";"";"";"";"";
"23.03.2019 15:00";"30.1";"758.5";"760.0";"-1.5";"59";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.2";"No precipitation";"6";"";"";"";"";
"23.03.2019 12:00";"30.2";"760.0";"761.4";"-0.8";"49";"Wind blowing from the east";"5";"";"";"";" ";"";"";"22.8";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"23.03.2019 09:00";"28.1";"760.8";"762.2";"1.2";"67";"Wind blowing from the east-southeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.4";"No precipitation";"24";"";"";"";"";
"23.03.2019 06:00";"22.9";"759.6";"761.0";"0.7";"86";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.4";"";"";"";"";"";"";
"23.03.2019 03:00";"24.3";"758.9";"760.3";"-1.2";"81";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.8";"No precipitation";"6";"";"";"";"";
"23.03.2019 00:00";"26.5";"760.1";"761.5";"0.0";"74";"Wind blowing from the east-southeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"";"21.5";"";"";"";"";"";"";
"22.03.2019 21:00";"26.8";"760.1";"761.5";"1.3";"74";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.8";"No precipitation";"6";"";"";"";"";
"22.03.2019 18:00";"27.3";"758.8";"760.2";"0.5";"72";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.8";"";"";"";"";"";"";
"22.03.2019 15:00";"29.7";"758.3";"759.7";"-1.2";"58";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.5";"No precipitation";"6";"";"";"";"";
"22.03.2019 12:00";"31.1";"759.5";"760.9";"-1.0";"45";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"23.3";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"22.03.2019 09:00";"29.1";"760.5";"761.9";"1.4";"62";"Wind blowing from the east-southeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.1";"No precipitation";"24";"";"";"";"";
"22.03.2019 06:00";"23.6";"759.1";"760.6";"0.4";"89";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"22.03.2019 03:00";"24.9";"758.7";"760.1";"-0.7";"81";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"22.03.2019 00:00";"26.4";"759.4";"760.9";"-0.1";"79";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"31.2";"";"";"";"";"";"";"22.5";"";"";"";"";"";"";
"21.03.2019 21:00";"25.3";"759.5";"760.9";"1.7";"82";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.0";"No precipitation";"6";"";"";"";"";
"21.03.2019 18:00";"27.5";"757.8";"759.2";"0.8";"72";"Wind blowing from the north-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.0";"";"";"";"";"";"";
"21.03.2019 15:00";"28.8";"757.0";"758.5";"-1.5";"66";"Wind blowing from the east-northeast";"5";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.8";"No precipitation";"6";"";"";"";"";
"21.03.2019 12:00";"30.3";"758.5";"759.9";"-0.6";"63";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"22.6";"";"";"";"";"";"";"";"22.5";"";"";"";"";"";"";
"21.03.2019 09:00";"28.1";"759.1";"760.5";"1.5";"71";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.3";"0.4";"24";"";"";"";"";
"21.03.2019 06:00";"22.7";"757.6";"759.0";"0.7";"89";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.8";"";"";"";"";"";"";
"21.03.2019 03:00";"23.5";"756.9";"758.3";"-0.9";"88";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"21.03.2019 00:00";"25.0";"757.8";"759.2";"-0.3";"82";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"32.1";"";"";"2500 or more, or no clouds.";"";"";"";"21.7";"";"";"";"";"";"";
"20.03.2019 21:00";"25.1";"758.1";"759.5";"1.3";"82";"Wind blowing from the north-northwest";"4";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.8";"0.2";"6";"";"";"";"";
"20.03.2019 18:00";"27.6";"756.8";"758.2";"0.9";"71";"Wind blowing from the north-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.9";"";"";"";"";"";"";
"20.03.2019 15:00";"29.9";"755.9";"757.3";"";"64";"Wind blowing from the north-east";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.3";"0.2";"6";"";"";"";"";
"20.03.2019 12:00";"31.5";"";"";"";"58";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"Precipitation";"22.4";"";"";"";"";"";"";"";"22.2";"";"";"";"";"";"";
"20.03.2019 09:00";"27.9";"758.5";"760.0";"1.4";"75";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"23.1";"0.2";"24";"";"";"";"";
"20.03.2019 06:00";"22.5";"757.1";"758.5";"0.8";"90";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.8";"";"";"";"";"";"";
"20.03.2019 03:00";"23.1";"756.3";"757.7";"-1.5";"90";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"20.03.2019 00:00";"24.4";"757.8";"759.2";"-0.4";"87";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"31.1";"";"";"600-1000";"";"";"";"22.1";"";"";"";"";"";"";
"19.03.2019 21:00";"25.8";"758.2";"759.7";"1.8";"81";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.3";"0.2";"6";"";"";"";"";
"19.03.2019 18:00";"27.2";"756.4";"757.8";"0.4";"72";"Wind blowing from the north-northeast";"4";"";"";"";"Precipitation ";"";"Precipitation";"";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"19.03.2019 15:00";"29.6";"756.0";"757.4";"-1.7";"60";"Wind blowing from the east-northeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.0";"No precipitation";"6";"";"";"";"";
"19.03.2019 12:00";"30.2";"757.7";"759.1";"-0.8";"60";"Wind blowing from the north-northeast";"4";"";"";"50%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"";"21.6";"";"";"";"";"";"";
"19.03.2019 09:00";"28.0";"758.5";"759.9";"1.4";"67";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"21.3";"0.4";"24";"";"";"";"";
"19.03.2019 06:00";"22.6";"757.1";"758.5";"0.4";"90";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.9";"";"";"";"";"";"";
"19.03.2019 03:00";"23.3";"756.7";"758.1";"-1.8";"89";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"19.03.2019 00:00";"24.1";"758.5";"759.9";"0.0";"84";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"30.4";"";"";"2500 or more, or no clouds.";"";"";"";"21.2";"";"";"";"";"";"";
"18.03.2019 21:00";"25.9";"758.5";"759.9";"2.0";"78";"Wind blowing from the north-northeast";"2";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"21.8";"0.4";"6";"";"";"";"";
"18.03.2019 18:00";"27.3";"756.5";"757.9";"0.2";"69";"Wind blowing from the north-east";"5";"";"";"";" ";"";"Precipitation";"";"";"";"";"";"";"";"";"21.1";"";"";"";"";"";"";
"18.03.2019 15:00";"29.4";"756.3";"757.7";"-1.9";"59";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.5";"No precipitation";"6";"";"";"";"";
"18.03.2019 12:00";"29.2";"758.2";"759.6";"-1.1";"63";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"22.8";"";"";"";"";"";"";"";"21.4";"";"";"";"";"";"";
"18.03.2019 09:00";"27.3";"759.3";"760.7";"1.0";"73";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.0";"11.0";"24";"";"";"";"";
"18.03.2019 06:00";"23.2";"758.3";"759.7";"0.5";"91";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"21.6";"";"";"";"";"";"";
"18.03.2019 03:00";"23.1";"757.8";"759.2";"-0.9";"90";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.4";"No precipitation";"6";"";"";"";"";
"18.03.2019 00:00";"25.4";"758.7";"760.1";"-0.6";"82";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"28.8";"";"";"";"";"";"";"22.1";"";"";"";"";"";"";
"17.03.2019 21:00";"25.9";"759.3";"760.7";"1.7";"78";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"21.8";"No precipitation";"6";"";"";"";"";
"17.03.2019 18:00";"27.0";"757.6";"759.1";"0.2";"75";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.2";"";"";"";"";"";"";
"17.03.2019 15:00";"28.3";"757.4";"758.8";"-1.4";"67";"Wind blowing from the north-east";"4";"";"";"70 – 80%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"21.6";"11.0";"6";"";"";"";"";
"17.03.2019 12:00";"26.1";"758.8";"760.2";"-0.6";"79";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Precipitation ";"";"Precipitation";"23.1";"";"";"";"1500-2000";"";"";"";"22.2";"";"";"";"";"";"";
"17.03.2019 09:00";"27.5";"759.4";"760.8";"1.2";"72";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"22.0";"2.0";"24";"";"";"";"";
"17.03.2019 06:00";"23.9";"758.2";"759.6";"0.6";"89";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.0";"";"";"";"";"";"";
"17.03.2019 03:00";"24.3";"757.6";"759.1";"-1.2";"88";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.2";"0.2";"6";"";"";"";"";
"17.03.2019 00:00";"23.4";"758.8";"760.3";"0.5";"89";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"29.4";"";"";"300-600";"";"";"";"21.5";"";"";"";"";"";"";
"16.03.2019 21:00";"24.0";"758.3";"759.7";"0.0";"88";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.9";"2.0";"6";"";"";"";"";
"16.03.2019 18:00";"23.7";"758.3";"759.7";"1.0";"88";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Precipitation ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"21.6";"";"";"";"";"";"";
"16.03.2019 15:00";"27.6";"757.3";"758.7";"-0.7";"72";"Wind blowing from the east";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.1";"No precipitation";"6";"";"";"";"";
"16.03.2019 12:00";"28.9";"758.0";"759.4";"-1.1";"65";"Wind blowing from the east";"5";"";"";"50%.";" ";"";"";"21.9";"";"";"";"600-1000";"";"";"";"21.7";"";"";"";"";"";"";
"16.03.2019 09:00";"24.2";"759.1";"760.5";"0.9";"81";"Wind blowing from the south-southeast";"3";"";"";"50%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"20.7";"3.0";"24";"";"";"";"";
"16.03.2019 06:00";"22.0";"758.2";"759.7";"0.8";"89";"Wind blowing from the south";"2";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"20.1";"";"";"";"";"";"";
"16.03.2019 03:00";"22.5";"757.4";"758.8";"-0.8";"89";"Wind blowing from the south";"2";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"5.0";"20.6";"2.0";"6";"";"";"";"";
"16.03.2019 00:00";"27.0";"758.2";"759.6";"0.4";"78";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"";"31.4";"";"";"300-600";"";"";"";"22.8";"";"";"";"";"";"";
"15.03.2019 21:00";"27.0";"757.8";"759.2";"2.4";"78";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.8";"No precipitation";"6";"";"";"";"";
"15.03.2019 18:00";"27.6";"755.4";"756.8";"-0.2";"73";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"22.3";"";"";"";"";"";"";
"15.03.2019 15:00";"30.3";"755.6";"757.0";"-2.1";"64";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.7";"No precipitation";"6";"";"";"";"";
"15.03.2019 12:00";"30.3";"757.7";"759.1";"-0.5";"68";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"25.9";"";"";"";"";"";"";"";"23.7";"";"";"";"";"";"";
"15.03.2019 09:00";"28.5";"758.2";"759.6";"0.8";"67";"Wind blowing from the north-northwest";"4";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"21.8";"No precipitation";"24";"";"";"";"";
"15.03.2019 06:00";"26.0";"757.4";"758.8";"0.7";"83";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"";"22.9";"";"";"";"";"";"";
"15.03.2019 03:00";"26.4";"756.7";"758.2";"-0.9";"82";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"23.1";"No precipitation";"6";"";"";"";"";
"15.03.2019 00:00";"26.7";"757.6";"759.0";"-0.5";"82";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"31.3";"";"";"300-600";"";"";"";"23.4";"";"";"";"";"";"";
"14.03.2019 21:00";"26.9";"758.1";"759.5";"1.6";"80";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"23.2";"No precipitation";"6";"";"";"";"";
"14.03.2019 18:00";"27.6";"756.5";"757.9";"-0.1";"75";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.8";"";"";"";"";"";"";
"14.03.2019 15:00";"30.3";"756.6";"758.0";"-1.9";"62";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.2";"No precipitation";"6";"";"";"";"";
"14.03.2019 12:00";"29.7";"758.5";"759.9";"-0.6";"67";"Wind blowing from the north-east";"6";"";"";"100%.";" ";"";"";"24.6";"";"";"";"300-600";"";"";"";"22.9";"";"";"";"";"";"";
"14.03.2019 09:00";"29.1";"759.1";"760.6";"1.1";"69";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.8";"No precipitation";"24";"";"";"";"";
"14.03.2019 06:00";"24.6";"758.0";"759.4";"0.7";"90";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"22.8";"";"";"";"";"";"";
"14.03.2019 03:00";"25.7";"757.3";"758.7";"-0.6";"86";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"";"23.2";"No precipitation";"6";"";"";"";"";
"14.03.2019 00:00";"26.9";"757.9";"759.4";"-0.3";"84";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"";"33.2";"";"";"300-600";"";"";"";"24.0";"";"";"";"";"";"";
"13.03.2019 21:00";"27.3";"758.2";"759.6";"1.8";"82";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"24.0";"No precipitation";"6";"";"";"";"";
"13.03.2019 18:00";"28.7";"756.4";"757.9";"0.8";"68";"Wind blowing from the north-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"22.2";"";"";"";"";"";"";
"13.03.2019 15:00";"32.3";"755.6";"757.0";"-1.4";"49";"Wind blowing from the north-east";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"20.2";"No precipitation";"6";"";"";"";"";
