# Weather station Moree (airport), Australia, WMO_ID=95527,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95527&lang=en
#
"Local time in Moree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.01.2019 07:00";"24.4";"742.7";"761.2";"1.0";"60";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"05.01.2019 06:00";"23.1";"742.2";"760.7";"0.9";"64";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"05.01.2019 05:00";"22.9";"741.9";"760.4";"0.8";"64";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"05.01.2019 04:00";"23.5";"741.7";"760.2";"0.5";"61";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"05.01.2019 03:00";"24.5";"741.3";"759.8";"0.2";"54";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"05.01.2019 02:00";"25.7";"741.1";"759.6";"-0.1";"47";"Wind blowing from the north-east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"No precipitation";"6";"";"";"";"";
"05.01.2019 01:00";"26.8";"741.2";"759.7";"0.3";"42";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"05.01.2019 00:00";"28.3";"741.1";"759.6";"0.8";"36";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"04.01.2019 23:00";"30.1";"741.2";"759.7";"1.6";"34";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"38.0";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"04.01.2019 22:00";"31.4";"740.9";"759.4";"1.9";"32";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"04.01.2019 21:00";"32.1";"740.3";"758.8";"1.9";"31";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"04.01.2019 20:00";"32.8";"739.6";"758.1";"1.3";"30";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"No precipitation";"6";"";"";"";"";
"04.01.2019 19:00";"34.3";"739.0";"757.4";"0.6";"27";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"04.01.2019 18:00";"35.6";"738.4";"756.9";"-0.6";"24";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"04.01.2019 17:00";"36.2";"738.3";"756.7";"-1.3";"23";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"04.01.2019 16:00";"37.2";"738.4";"756.9";"-1.7";"23";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"04.01.2019 15:00";"37.0";"739.0";"757.4";"-1.8";"25";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"04.01.2019 14:00";"35.5";"739.6";"758.1";"-1.7";"27";"Wind blowing from the north-east";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
"04.01.2019 13:00";"36.1";"740.1";"758.5";"-1.4";"29";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"04.01.2019 12:00";"33.6";"740.8";"759.2";"-1.0";"32";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"04.01.2019 11:00";"32.7";"741.3";"759.8";"-0.7";"36";"Wind blowing from the north-east";"6";"";"";"10%  or less, but not 0";" ";"";"";"24.9";"";"";"";"1500-2000";"";"";"";"15.7";"";"";"";"";"";"";
"04.01.2019 10:00";"31.3";"741.5";"760.0";"-0.7";"42";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"04.01.2019 09:00";"30.0";"741.8";"760.3";"0.3";"47";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"04.01.2019 08:00";"27.7";"742.0";"760.6";"1.2";"55";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"No precipitation";"24";"";"";"";"";
"04.01.2019 07:00";"26.6";"742.2";"760.7";"2.1";"59";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"04.01.2019 06:00";"25.4";"741.5";"760.0";"1.6";"63";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"04.01.2019 05:00";"25.1";"740.8";"759.2";"1.2";"65";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"04.01.2019 04:00";"25.9";"740.1";"758.5";"0.1";"60";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"04.01.2019 03:00";"26.9";"739.9";"758.3";"-0.1";"56";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"04.01.2019 02:00";"27.7";"739.6";"758.1";"0.0";"52";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"No precipitation";"6";"";"";"";"";
"04.01.2019 01:00";"29.1";"740.0";"758.5";"0.4";"46";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"04.01.2019 00:00";"30.5";"740.0";"758.5";"1.1";"34";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"03.01.2019 23:00";"28.9";"739.6";"758.1";"1.1";"34";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"37.3";"";"";"2500 or more, or no clouds.";"";"";"";"11.5";"";"";"";"";"";"";
"03.01.2019 22:00";"30.0";"739.6";"758.0";"1.8";"32";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"03.01.2019 21:00";"29.3";"738.9";"757.3";"1.4";"31";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"03.01.2019 20:00";"31.5";"738.5";"757.0";"1.3";"26";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"No precipitation";"6";"";"";"";"";
"03.01.2019 19:00";"33.5";"737.8";"756.2";"0.6";"22";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"03.01.2019 18:00";"35.6";"737.5";"755.8";"-0.3";"19";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"03.01.2019 17:00";"36.5";"737.2";"755.6";"-1.3";"18";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"03.01.2019 16:00";"36.6";"737.2";"755.6";"-2.0";"20";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"03.01.2019 15:00";"35.9";"737.8";"756.1";"-2.1";"21";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"03.01.2019 14:00";"35.3";"738.5";"757.0";"-1.8";"22";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"No precipitation";"6";"";"";"";"";
"03.01.2019 13:00";"34.6";"739.2";"757.6";"-1.6";"25";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"03.01.2019 12:00";"32.8";"739.9";"758.4";"-1.1";"28";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"03.01.2019 11:00";"31.8";"740.3";"758.8";"-1.0";"31";"Wind blowing from the north";"6";"";"";"10%  or less, but not 0";" ";"";"";"23.2";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.6";"";"";"";"";"";"";
"03.01.2019 10:00";"29.9";"740.8";"759.2";"-0.5";"34";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"03.01.2019 09:00";"28.0";"741.0";"759.4";"0.2";"39";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"03.01.2019 08:00";"26.5";"741.3";"759.8";"1.4";"41";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"24";"";"";"";"";
"03.01.2019 07:00";"25.1";"741.3";"759.8";"2.1";"51";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"03.01.2019 06:00";"23.5";"740.8";"759.3";"2.4";"58";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"03.01.2019 05:00";"23.4";"739.9";"758.4";"1.7";"57";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"03.01.2019 04:00";"24.2";"739.2";"757.6";"1.1";"54";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"03.01.2019 03:00";"25.2";"738.4";"756.9";"0.4";"54";"Wind blowing from the north-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"03.01.2019 02:00";"26.6";"738.2";"756.6";"0.2";"49";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"03.01.2019 01:00";"27.8";"738.1";"756.4";"0.1";"41";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"03.01.2019 00:00";"27.9";"738.0";"756.4";"0.3";"41";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"02.01.2019 23:00";"28.7";"738.0";"756.4";"1.0";"38";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"37.3";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"02.01.2019 22:00";"30.0";"738.0";"756.4";"1.3";"35";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"02.01.2019 21:00";"31.7";"737.7";"756.1";"1.3";"25";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"02.01.2019 20:00";"31.9";"737.0";"755.4";"0.7";"24";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"02.01.2019 19:00";"33.7";"736.7";"755.1";"0.0";"21";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"02.01.2019 18:00";"35.5";"736.4";"754.8";"-0.8";"18";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"02.01.2019 17:00";"36.5";"736.3";"754.7";"-1.7";"18";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"02.01.2019 16:00";"36.5";"736.7";"755.1";"-1.8";"17";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"02.01.2019 15:00";"36.8";"737.2";"755.6";"-2.0";"19";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"02.01.2019 14:00";"36.2";"738.0";"756.4";"-1.9";"20";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"No precipitation";"6";"";"";"";"";
"02.01.2019 13:00";"35.2";"738.5";"757.0";"-2.0";"22";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"02.01.2019 12:00";"33.9";"739.2";"757.6";"-1.6";"25";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"02.01.2019 11:00";"32.8";"739.9";"758.3";"-0.8";"27";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"22.8";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"02.01.2019 10:00";"30.9";"740.5";"758.9";"0.0";"31";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"02.01.2019 09:00";"28.7";"740.8";"759.2";"0.9";"34";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"02.01.2019 08:00";"27.7";"740.7";"759.1";"1.1";"39";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"No precipitation";"24";"";"";"";"";
"02.01.2019 07:00";"25.9";"740.5";"758.9";"1.5";"45";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"02.01.2019 06:00";"23.6";"739.9";"758.4";"1.3";"58";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"02.01.2019 05:00";"23.0";"739.6";"758.0";"1.2";"62";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"02.01.2019 04:00";"23.4";"739.0";"757.5";"0.3";"60";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"02.01.2019 03:00";"23.7";"738.6";"757.0";"-1.0";"59";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"02.01.2019 02:00";"24.2";"738.4";"756.9";"-1.8";"58";"Wind blowing from the north-east";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"02.01.2019 01:00";"24.9";"738.7";"757.1";"-0.8";"57";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"02.01.2019 00:00";"25.8";"739.6";"758.1";"0.3";"53";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"01.01.2019 23:00";"25.8";"740.2";"758.6";"0.9";"54";"Wind blowing from the east-southeast";"7";"";"";"100%.";" ";"";"";"";"37.0";"";"";"2500 or more, or no clouds.";"";"";"";"15.8";"";"";"";"";"";"";
"01.01.2019 22:00";"25.6";"739.5";"757.9";"1.4";"57";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"01.01.2019 21:00";"26.5";"739.3";"757.7";"1.8";"52";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"01.01.2019 20:00";"29.6";"739.3";"757.7";"2.1";"35";"Wind blowing from the east";"9";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"01.01.2019 19:00";"33.4";"738.1";"756.4";"0.7";"23";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"01.01.2019 18:00";"35.5";"737.5";"755.8";"-0.6";"21";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"01.01.2019 17:00";"35.9";"737.2";"755.6";"-1.5";"20";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"01.01.2019 16:00";"36.5";"737.4";"755.8";"-2.0";"20";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"01.01.2019 15:00";"35.5";"738.1";"756.4";"-1.9";"22";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"01.01.2019 14:00";"34.6";"738.7";"757.1";"-2.1";"25";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"01.01.2019 13:00";"33.6";"739.4";"757.9";"-1.9";"28";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"01.01.2019 12:00";"32.8";"740.0";"758.5";"-1.5";"33";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"01.01.2019 11:00";"30.6";"740.8";"759.3";"-1.0";"37";"Wind blowing from the north";"6";"";"";"10%  or less, but not 0";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.3";"";"";"";"";"";"";
"01.01.2019 10:00";"29.1";"741.3";"759.8";"-0.4";"42";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"01.01.2019 09:00";"27.9";"741.5";"760.1";"0.2";"44";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"01.01.2019 08:00";"27.0";"741.8";"760.4";"1.1";"49";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"24";"";"";"";"";
"01.01.2019 07:00";"25.2";"741.7";"760.3";"1.1";"52";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"01.01.2019 06:00";"23.5";"741.3";"759.9";"1.8";"56";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"01.01.2019 05:00";"23.2";"740.7";"759.3";"1.4";"51";"Wind blowing from the north-east";"4";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.5";"";"";"";"";"";"";
"01.01.2019 04:00";"23.9";"740.6";"759.2";"1.0";"46";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"01.01.2019 03:00";"24.8";"739.5";"758.0";"-0.4";"41";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"01.01.2019 02:00";"24.9";"739.3";"757.8";"-0.8";"40";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"No precipitation";"6";"";"";"";"";
"01.01.2019 01:00";"25.3";"739.6";"758.2";"-0.3";"34";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"01.01.2019 00:00";"26.0";"739.9";"758.5";"0.1";"28";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"31.12.2018 23:00";"26.9";"740.1";"758.7";"0.7";"26";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"37.2";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"31.12.2018 22:00";"27.7";"739.9";"758.4";"0.7";"26";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"31.12.2018 21:00";"28.6";"739.8";"758.3";"1.1";"25";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"31.12.2018 20:00";"28.9";"739.4";"757.9";"1.2";"24";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"31.12.2018 19:00";"32.2";"739.2";"757.7";"0.8";"18";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"31.12.2018 18:00";"35.0";"738.7";"757.2";"-0.3";"14";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"31.12.2018 17:00";"35.5";"738.2";"756.7";"-1.4";"15";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"31.12.2018 16:00";"35.5";"738.4";"757.0";"-1.9";"17";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"31.12.2018 15:00";"35.8";"739.0";"757.6";"-2.1";"17";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"31.12.2018 14:00";"35.6";"739.6";"758.2";"-2.5";"18";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"No precipitation";"6";"";"";"";"";
"31.12.2018 13:00";"34.7";"740.3";"758.9";"-2.4";"20";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"31.12.2018 12:00";"32.6";"741.1";"759.7";"-2.1";"23";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"31.12.2018 11:00";"31.0";"742.1";"760.7";"-1.4";"27";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"22.3";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"31.12.2018 10:00";"29.4";"742.7";"761.3";"-0.8";"32";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"31.12.2018 09:00";"27.6";"743.2";"761.9";"0.3";"41";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"31.12.2018 08:00";"25.4";"743.5";"762.2";"1.2";"48";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"No precipitation";"24";"";"";"";"";
"31.12.2018 07:00";"24.2";"743.5";"762.2";"2.1";"54";"Wind blowing from the north-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"31.12.2018 06:00";"22.8";"742.9";"761.5";"1.9";"52";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"31.12.2018 05:00";"22.8";"742.3";"760.9";"1.5";"50";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"31.12.2018 04:00";"23.4";"741.4";"760.0";"0.3";"47";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"31.12.2018 03:00";"24.7";"741.0";"759.6";"-0.3";"44";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"31.12.2018 02:00";"25.8";"740.8";"759.4";"-0.6";"41";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"31.12.2018 01:00";"27.0";"741.1";"759.7";"-0.5";"39";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"31.12.2018 00:00";"28.2";"741.3";"759.9";"0.0";"33";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"30.12.2018 23:00";"28.8";"741.4";"760.0";"0.3";"30";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"36.7";"";"";"2500 or more, or no clouds.";"";"";"";"9.5";"";"";"";"";"";"";
"30.12.2018 22:00";"29.1";"741.6";"760.2";"0.7";"27";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"30.12.2018 21:00";"28.9";"741.3";"759.9";"1.0";"28";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"30.12.2018 20:00";"30.6";"741.1";"759.7";"0.9";"25";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"No precipitation";"6";"";"";"";"";
