# Weather station Moree (airport), Australia, WMO_ID=95527,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95527&lang=en
#
"Local time in Moree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.03.2018 19:00";"29.9";"741.1";"759.8";"";"34";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"19.03.2018 18:00";"32.5";"740.8";"759.4";"";"27";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"19.03.2018 17:00";"36.3";"740.6";"759.3";"";"22";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"19.03.2018 16:00";"37.1";"740.8";"759.4";"-1.1";"22";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"19.03.2018 15:00";"36.7";"740.9";"759.6";"-1.8";"20";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"19.03.2018 14:00";"36.7";"741.3";"760.0";"-2.2";"23";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"19.03.2018 13:00";"35.3";"741.9";"760.6";"-2.1";"29";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"19.03.2018 12:00";"33.8";"742.7";"761.5";"-1.4";"33";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"19.03.2018 11:00";"32.1";"743.5";"762.2";"-0.4";"37";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"21.6";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"19.03.2018 10:00";"30.0";"744.0";"762.7";"0.5";"52";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"19.03.2018 09:00";"27.5";"744.1";"762.9";"1.1";"60";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.0";"";"";"";"";"";"";
"19.03.2018 08:00";"25.9";"743.9";"762.7";"1.3";"63";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"No precipitation";"24";"";"";"";"";
"19.03.2018 07:00";"23.5";"743.5";"762.3";"1.2";"69";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"19.03.2018 06:00";"22.0";"743.0";"761.8";"1.3";"68";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"19.03.2018 05:00";"22.1";"742.6";"761.3";"0.9";"65";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"19.03.2018 04:00";"21.9";"742.3";"760.9";"0.5";"61";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"19.03.2018 03:00";"23.6";"741.7";"760.3";"0.1";"53";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"19.03.2018 02:00";"23.9";"741.7";"760.4";"0.0";"52";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"19.03.2018 01:00";"24.6";"741.8";"760.5";"0.0";"44";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"19.03.2018 00:00";"24.4";"741.6";"760.3";"-0.1";"44";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"18.03.2018 23:00";"25.8";"741.7";"760.3";"0.1";"40";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"36.9";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"18.03.2018 22:00";"27.1";"741.8";"760.5";"0.7";"37";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"18.03.2018 21:00";"27.9";"741.7";"760.4";"1.0";"34";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"18.03.2018 20:00";"28.8";"741.6";"760.3";"0.9";"33";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"18.03.2018 19:00";"30.4";"741.1";"759.7";"0.6";"30";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"18.03.2018 18:00";"32.3";"740.7";"759.4";"-0.1";"27";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"18.03.2018 17:00";"35.1";"740.7";"759.4";"-0.5";"24";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"18.03.2018 16:00";"35.7";"740.5";"759.2";"-1.5";"23";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"18.03.2018 15:00";"36.1";"740.8";"759.4";"-2.0";"22";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"18.03.2018 14:00";"35.4";"741.2";"759.9";"-2.3";"26";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"18.03.2018 13:00";"35.1";"742.0";"760.7";"-2.0";"25";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"18.03.2018 12:00";"34.5";"742.8";"761.5";"-1.3";"30";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"18.03.2018 11:00";"32.3";"743.5";"762.3";"-0.5";"33";"Wind blowing from the north";"5";"";"";"";" ";"";"";"21.1";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"18.03.2018 10:00";"30.2";"744.0";"762.7";"0.5";"39";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"18.03.2018 09:00";"28.4";"744.1";"762.8";"0.9";"46";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"18.03.2018 08:00";"25.9";"744.0";"762.7";"1.1";"51";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"No precipitation";"24";"";"";"";"";
"18.03.2018 07:00";"22.8";"743.5";"762.3";"0.9";"59";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"18.03.2018 06:00";"21.1";"743.2";"762.0";"0.7";"65";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"18.03.2018 05:00";"22.3";"742.9";"761.6";"0.5";"62";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"18.03.2018 04:00";"23.0";"742.6";"761.3";"0.0";"57";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"18.03.2018 03:00";"23.9";"742.5";"761.2";"0.2";"52";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"18.03.2018 02:00";"24.2";"742.4";"761.2";"0.1";"47";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"18.03.2018 01:00";"25.5";"742.6";"761.4";"0.1";"41";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"18.03.2018 00:00";"22.5";"742.3";"760.9";"-0.2";"55";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"17.03.2018 23:00";"24.1";"742.3";"761.1";"0.2";"53";"Calm, no wind";"0";"";"";"";" ";"";"";"";"35.7";"";"";"";"";"";"0.5";"13.9";"";"";"";"";"";"";
"17.03.2018 22:00";"24.9";"742.5";"761.2";"0.8";"49";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"17.03.2018 21:00";"25.4";"742.5";"761.2";"1.2";"48";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"17.03.2018 20:00";"26.5";"742.1";"760.8";"0.9";"42";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"17.03.2018 19:00";"28.3";"741.7";"760.3";"0.4";"36";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"17.03.2018 18:00";"31.8";"741.3";"760.0";"-0.2";"26";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"17.03.2018 17:00";"34.0";"741.2";"759.9";"-0.8";"21";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"17.03.2018 16:00";"34.7";"741.3";"760.0";"-1.4";"23";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"17.03.2018 15:00";"34.7";"741.5";"760.2";"-2.0";"23";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"17.03.2018 14:00";"33.9";"742.0";"760.7";"-2.2";"23";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"17.03.2018 13:00";"33.4";"742.7";"761.5";"-2.0";"24";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"17.03.2018 12:00";"33.3";"743.5";"762.2";"-1.2";"27";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"17.03.2018 11:00";"31.4";"744.2";"763.0";"-0.5";"32";"Wind blowing from the north";"4";"";"";"";" ";"";"";"19.7";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"17.03.2018 10:00";"29.4";"744.7";"763.4";"0.5";"39";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"17.03.2018 09:00";"27.9";"744.7";"763.5";"1.0";"47";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"17.03.2018 08:00";"25.0";"744.7";"763.4";"1.8";"55";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"No precipitation";"24";"";"";"";"";
"17.03.2018 07:00";"21.7";"744.2";"763.0";"1.6";"61";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"17.03.2018 06:00";"20.6";"743.7";"762.4";"1.2";"64";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"17.03.2018 05:00";"22.2";"742.9";"761.7";"0.5";"58";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"17.03.2018 04:00";"22.7";"742.6";"761.4";"0.1";"53";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"17.03.2018 03:00";"22.9";"742.5";"761.2";"0.1";"52";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"17.03.2018 02:00";"24.3";"742.4";"761.2";"0.4";"48";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"17.03.2018 01:00";"24.6";"742.5";"761.2";"0.4";"46";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"17.03.2018 00:00";"24.6";"742.4";"761.2";"0.4";"43";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"16.03.2018 23:00";"23.8";"742.0";"760.7";"0.4";"51";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"35.0";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"16.03.2018 22:00";"24.8";"742.1";"760.8";"1.0";"45";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"16.03.2018 21:00";"25.4";"742.0";"760.6";"1.4";"46";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"16.03.2018 20:00";"26.4";"741.6";"760.3";"1.1";"42";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"16.03.2018 19:00";"28.5";"741.1";"759.8";"0.8";"33";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"16.03.2018 18:00";"31.9";"740.6";"759.3";"0.1";"24";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"16.03.2018 17:00";"33.4";"740.5";"759.1";"-0.6";"22";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"16.03.2018 16:00";"33.9";"740.3";"759.0";"-1.4";"22";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"16.03.2018 15:00";"33.8";"740.5";"759.1";"-1.8";"24";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"16.03.2018 14:00";"33.9";"741.1";"759.7";"-1.8";"23";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"16.03.2018 13:00";"33.1";"741.7";"760.3";"-1.6";"28";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"16.03.2018 12:00";"32.3";"742.3";"761.1";"-1.2";"29";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"16.03.2018 11:00";"30.6";"742.9";"761.6";"-0.3";"37";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"17.6";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"16.03.2018 10:00";"28.8";"743.3";"762.1";"0.7";"46";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"16.03.2018 09:00";"26.5";"743.5";"762.2";"1.6";"48";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"16.03.2018 08:00";"24.4";"743.2";"762.0";"1.8";"51";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"No precipitation";"24";"";"";"";"";
"16.03.2018 07:00";"20.9";"742.6";"761.3";"1.5";"63";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"16.03.2018 06:00";"18.5";"741.9";"760.6";"1.3";"69";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"16.03.2018 05:00";"18.0";"741.4";"760.1";"0.9";"70";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"16.03.2018 04:00";"19.2";"741.1";"759.8";"0.5";"63";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"16.03.2018 03:00";"20.5";"740.6";"759.3";"-0.2";"56";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"16.03.2018 02:00";"22.0";"740.5";"759.1";"-0.1";"50";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"16.03.2018 01:00";"22.9";"740.6";"759.3";"-0.2";"46";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"16.03.2018 00:00";"22.6";"740.8";"759.4";"0.0";"51";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"15.03.2018 23:00";"22.7";"740.6";"759.3";"0.2";"48";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"33.1";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"15.03.2018 22:00";"24.8";"740.8";"759.4";"0.9";"42";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"15.03.2018 21:00";"25.7";"740.8";"759.4";"1.3";"39";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"15.03.2018 20:00";"25.3";"740.4";"759.1";"1.1";"42";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"No precipitation";"6";"";"";"";"";
"15.03.2018 19:00";"28.8";"739.9";"758.6";"0.8";"31";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"15.03.2018 18:00";"31.6";"739.5";"758.2";"0.2";"26";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"15.03.2018 17:00";"32.5";"739.3";"757.9";"-0.5";"26";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"15.03.2018 16:00";"32.3";"739.1";"757.7";"-1.4";"25";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"15.03.2018 15:00";"32.5";"739.3";"758.0";"-2.0";"27";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"15.03.2018 14:00";"32.0";"739.8";"758.5";"-2.2";"24";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"No precipitation";"6";"";"";"";"";
"15.03.2018 13:00";"31.3";"740.5";"759.2";"-2.0";"29";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"15.03.2018 12:00";"30.2";"741.3";"760.0";"-1.3";"31";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"15.03.2018 11:00";"28.7";"742.0";"760.7";"-0.4";"37";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"16.8";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"15.03.2018 10:00";"26.6";"742.5";"761.2";"0.3";"45";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"15.03.2018 09:00";"24.7";"742.6";"761.3";"1.0";"49";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"15.03.2018 08:00";"22.7";"742.4";"761.2";"1.0";"59";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"No precipitation";"24";"";"";"";"";
"15.03.2018 07:00";"19.6";"742.2";"760.9";"1.1";"71";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"15.03.2018 06:00";"17.0";"741.6";"760.3";"0.3";"79";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"15.03.2018 05:00";"17.6";"741.4";"760.0";"-0.1";"75";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"15.03.2018 04:00";"18.1";"741.1";"759.8";"-0.7";"73";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"15.03.2018 03:00";"18.5";"741.3";"760.0";"-0.7";"70";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"15.03.2018 02:00";"19.6";"741.5";"760.2";"-0.3";"68";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"No precipitation";"6";"";"";"";"";
"15.03.2018 01:00";"21.5";"741.8";"760.5";"0.1";"60";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"15.03.2018 00:00";"22.1";"742.0";"760.6";"0.4";"56";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"14.03.2018 23:00";"23.6";"741.8";"760.5";"0.9";"48";"Wind blowing from the north-east";"5";"";"";"40%.";" ";"";"";"";"31.9";"";"";"2500 or more, or no clouds.";"";"";"";"12.0";"";"";"";"";"";"";
"14.03.2018 22:00";"24.8";"741.7";"760.3";"1.1";"40";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"14.03.2018 21:00";"26.7";"741.6";"760.3";"1.4";"35";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"14.03.2018 20:00";"26.3";"740.9";"759.6";"1.0";"34";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.2";"No precipitation";"6";"";"";"";"";
"14.03.2018 19:00";"28.2";"740.6";"759.3";"0.4";"31";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"14.03.2018 18:00";"29.4";"740.2";"758.8";"-0.5";"29";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"14.03.2018 17:00";"31.0";"739.9";"758.6";"-1.5";"26";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"14.03.2018 16:00";"31.1";"740.2";"758.8";"-2.1";"26";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"14.03.2018 15:00";"31.2";"740.7";"759.4";"-2.4";"27";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"14.03.2018 14:00";"30.6";"741.4";"760.1";"-2.7";"29";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"14.03.2018 13:00";"30.3";"742.3";"761.1";"-2.3";"35";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"14.03.2018 12:00";"28.6";"743.1";"761.8";"-1.6";"39";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"14.03.2018 11:00";"28.3";"744.1";"762.8";"-0.4";"44";"Wind blowing from the east";"3";"";"";"";" ";"";"";"17.3";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"14.03.2018 10:00";"26.4";"744.6";"763.3";"0.5";"51";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"14.03.2018 09:00";"24.8";"744.7";"763.5";"1.2";"50";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"14.03.2018 08:00";"23.0";"744.5";"763.3";"1.5";"57";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"24";"";"";"";"";
"14.03.2018 07:00";"19.9";"744.1";"762.9";"1.5";"69";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"14.03.2018 06:00";"17.4";"743.5";"762.3";"1.0";"76";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"14.03.2018 05:00";"18.1";"743.0";"761.8";"0.2";"73";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"14.03.2018 04:00";"19.2";"742.6";"761.3";"-0.4";"66";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"14.03.2018 03:00";"20.3";"742.5";"761.2";"-0.7";"63";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
