# Weather station Canberra (airport), Australia, WMO_ID=94926,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94926&lang=en
#
"Local time in Canberra (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.03.2018 08:00";"16.3";"721.0";"771.1";"0.9";"70";"Wind blowing from the south-southeast";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.8";"No precipitation";"24";"";"";"";"";
"10.03.2018 07:00";"12.2";"720.8";"770.8";"0.7";"86";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"10.03.2018 06:00";"9.8";"720.3";"770.2";"0.5";"90";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"10.03.2018 05:00";"11.7";"720.1";"770.1";"0.0";"85";"Wind blowing from the east";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"10.03.2018 04:00";"15.8";"720.1";"770.1";"0.0";"72";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"10.03.2018 03:00";"15.1";"719.8";"769.8";"-0.6";"80";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"10.03.2018 02:00";"15.1";"720.1";"770.0";"-0.4";"85";"Wind blowing from the east";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"10.03.2018 01:00";"14.0";"720.1";"770.1";"-0.4";"91";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"10.03.2018 00:00";"13.5";"720.4";"770.4";"0.3";"86";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"09.03.2018 23:00";"15.2";"720.5";"770.5";"1.0";"84";"Wind blowing from the east-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"26.3";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"09.03.2018 22:00";"15.4";"720.5";"770.5";"1.9";"80";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"09.03.2018 21:00";"16.9";"720.1";"770.1";"1.8";"74";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"09.03.2018 20:00";"18.7";"719.5";"769.4";"1.8";"67";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"09.03.2018 19:00";"20.1";"718.6";"768.4";"0.9";"59";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"09.03.2018 18:00";"22.4";"718.3";"768.1";"0.6";"50";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"09.03.2018 17:00";"24.4";"717.7";"767.5";"-0.5";"44";"Wind blowing from the north-east";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"09.03.2018 16:00";"25.5";"717.7";"767.5";"-1.2";"39";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"09.03.2018 15:00";"26.1";"717.7";"767.5";"-1.9";"39";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"09.03.2018 14:00";"25.0";"718.2";"768.0";"-2.0";"39";"Wind blowing from the north-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.1";"No precipitation";"6";"";"";"";"";
"09.03.2018 13:00";"24.1";"718.9";"768.7";"-1.8";"38";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"09.03.2018 12:00";"23.3";"719.6";"769.5";"-1.4";"43";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"09.03.2018 11:00";"21.9";"720.2";"770.2";"-0.9";"48";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"8.9";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"09.03.2018 10:00";"19.0";"720.7";"770.7";"-0.4";"52";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"09.03.2018 09:00";"17.1";"721.0";"771.0";"0.4";"63";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"09.03.2018 08:00";"14.1";"721.1";"771.1";"0.8";"76";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"24";"";"";"";"";
"09.03.2018 07:00";"11.0";"721.1";"771.1";"1.0";"85";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"09.03.2018 06:00";"9.4";"720.6";"770.5";"0.7";"94";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"09.03.2018 05:00";"10.0";"720.3";"770.2";"0.2";"96";"Wind blowing from the south-east";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"09.03.2018 04:00";"9.5";"720.1";"770.0";"0.1";"97";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"09.03.2018 03:00";"9.3";"719.9";"769.9";"-0.1";"92";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"09.03.2018 02:00";"10.6";"720.1";"770.1";"-0.1";"88";"Wind blowing from the east";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"09.03.2018 01:00";"11.4";"720.0";"769.9";"-0.2";"91";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"09.03.2018 00:00";"12.0";"720.0";"769.9";"0.2";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"08.03.2018 23:00";"12.8";"720.2";"770.2";"0.8";"87";"Wind blowing from the east";"2";"";"";"";"No significant weather observed. ";"";"";"";"25.5";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"08.03.2018 22:00";"13.5";"720.2";"770.2";"1.6";"83";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"08.03.2018 21:00";"15.2";"719.8";"769.6";"1.9";"77";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"08.03.2018 20:00";"17.0";"719.4";"769.3";"2.0";"68";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"08.03.2018 19:00";"18.5";"718.6";"768.4";"1.5";"61";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"08.03.2018 18:00";"20.9";"717.9";"767.7";"0.6";"50";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"08.03.2018 17:00";"22.9";"717.4";"767.2";"-0.3";"44";"Wind blowing from the east-northeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"08.03.2018 16:00";"24.2";"717.1";"766.9";"-1.3";"41";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"08.03.2018 15:00";"24.5";"717.3";"767.0";"-1.6";"39";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"08.03.2018 14:00";"24.0";"717.7";"767.5";"-1.6";"38";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"08.03.2018 13:00";"23.4";"718.4";"768.2";"-1.4";"41";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"08.03.2018 12:00";"21.7";"718.9";"768.7";"-1.2";"47";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"08.03.2018 11:00";"21.0";"719.3";"769.2";"-0.8";"49";"Wind blowing from the east";"3";"";"";"";"No significant weather observed. ";"";"";"7.6";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"08.03.2018 10:00";"19.5";"719.8";"769.6";"0.0";"52";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"08.03.2018 09:00";"16.8";"720.1";"770.0";"0.6";"59";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"08.03.2018 08:00";"12.6";"720.1";"770.0";"1.1";"73";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.9";"No precipitation";"24";"";"";"";"";
