# Weather station Canberra (airport), Australia, WMO_ID=94926,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94926&lang=en
#
"Local time in Canberra (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.06.2019 11:00";"11.1";"724.7";"777.1";"0.0";"65";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"25.06.2019 10:00";"8.2";"725.1";"777.5";"0.2";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"25.06.2019 09:00";"4.1";"725.1";"777.5";"0.8";"89";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.5";"No precipitation";"24";"";"";"";"";
"25.06.2019 08:00";"0.1";"724.7";"777.1";"0.9";"99";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"25.06.2019 07:00";"-1.4";"724.9";"777.2";"1.0";"99";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"25.06.2019 06:00";"-0.8";"724.3";"776.6";"0.3";"99";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"25.06.2019 05:00";"0.3";"723.8";"776.1";"-0.5";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"25.06.2019 04:00";"0.0";"723.9";"776.2";"-0.4";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"25.06.2019 03:00";"3.4";"724.0";"776.4";"-0.3";"98";"Wind blowing from the south-east";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"25.06.2019 02:00";"3.4";"724.3";"776.6";"-0.3";"91";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"25.06.2019 01:00";"5.4";"724.3";"776.6";"0.0";"85";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"25.06.2019 00:00";"5.2";"724.3";"776.6";"0.4";"88";"Wind blowing from the east-southeast";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"13.6";"";"";"600-1000";"";"";"";"3.4";"";"";"";"";"";"";
"24.06.2019 23:00";"5.2";"724.6";"777.0";"1.0";"91";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"24.06.2019 22:00";"4.1";"724.3";"776.6";"0.9";"89";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"24.06.2019 21:00";"3.6";"723.9";"776.2";"0.8";"86";"Wind blowing from the south-east";"3";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"1.5";"No precipitation";"6";"";"";"";"";
"24.06.2019 20:00";"6.4";"723.6";"775.9";"0.9";"79";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"24.06.2019 19:00";"6.9";"723.4";"775.7";"0.9";"81";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"24.06.2019 18:00";"7.6";"723.1";"775.3";"0.9";"72";"Wind blowing from the south-east";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"2.9";"";"";"";"";"";"";
"24.06.2019 17:00";"9.4";"722.7";"774.9";"0.5";"64";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"24.06.2019 16:00";"11.5";"722.5";"774.7";"0.0";"57";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"24.06.2019 15:00";"11.8";"722.2";"774.4";"-0.8";"56";"Wind blowing from the east-southeast";"6";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"24.06.2019 14:00";"12.1";"722.2";"774.4";"-1.2";"56";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"24.06.2019 13:00";"13.3";"722.5";"774.7";"-1.0";"55";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"24.06.2019 12:00";"11.5";"723.0";"775.3";"-0.4";"60";"Wind blowing from the south";"4";"";"";"100%.";"No significant weather observed. ";"";"";"-0.8";"";"";"";"600-1000";"";"";"";"4.0";"";"";"";"";"";"";
"24.06.2019 11:00";"10.0";"723.4";"775.7";"0.1";"63";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"24.06.2019 10:00";"9.3";"723.5";"775.8";"0.8";"66";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"24.06.2019 09:00";"6.3";"723.4";"775.6";"1.0";"81";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.3";"No precipitation";"24";"";"";"";"";
"24.06.2019 08:00";"2.8";"723.3";"775.6";"1.0";"99";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"24.06.2019 07:00";"1.0";"722.7";"774.9";"0.6";"97";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"24.06.2019 06:00";"1.2";"722.4";"774.6";"0.5";"96";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"24.06.2019 05:00";"0.6";"722.3";"774.5";"0.2";"98";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"24.06.2019 04:00";"1.4";"722.1";"774.3";"0.3";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"24.06.2019 03:00";"1.6";"721.9";"774.1";"0.2";"94";"Wind blowing from the south-east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.7";"No precipitation";"6";"";"";"";"";
"24.06.2019 02:00";"2.7";"722.1";"774.3";"0.4";"96";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"24.06.2019 01:00";"2.4";"721.8";"773.9";"0.1";"92";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"24.06.2019 00:00";"2.5";"721.7";"773.8";"0.4";"85";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"10.8";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"23.06.2019 23:00";"4.8";"721.7";"773.8";"0.8";"79";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"23.06.2019 22:00";"3.5";"721.7";"773.8";"1.1";"83";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"23.06.2019 21:00";"4.9";"721.3";"773.4";"1.2";"81";"Wind blowing from the south-east";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.9";"No precipitation";"6";"";"";"";"";
"23.06.2019 20:00";"4.0";"720.9";"773.0";"1.1";"77";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"23.06.2019 19:00";"5.8";"720.6";"772.6";"1.0";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"23.06.2019 18:00";"7.4";"720.1";"772.2";"0.8";"66";"Wind blowing from the south";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.5";"";"";"";"";"";"";
"23.06.2019 17:00";"8.3";"719.8";"771.9";"0.6";"64";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"23.06.2019 16:00";"8.6";"719.6";"771.6";"0.4";"61";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"23.06.2019 15:00";"9.8";"719.3";"771.3";"-0.4";"57";"Wind blowing from the south";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.7";"No precipitation";"6";"";"";"";"";
"23.06.2019 14:00";"9.8";"719.2";"771.1";"-1.0";"57";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"23.06.2019 13:00";"10.0";"719.2";"771.1";"-1.2";"57";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"23.06.2019 12:00";"9.8";"719.7";"771.7";"-0.4";"58";"Wind blowing from the south";"8";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"-3.8";"";"";"";"1000-1500";"";"";"";"1.9";"";"";"";"";"";"";
"23.06.2019 11:00";"8.5";"720.2";"772.3";"0.3";"58";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"23.06.2019 10:00";"8.1";"720.4";"772.4";"0.6";"65";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"23.06.2019 09:00";"6.0";"720.1";"772.2";"0.6";"75";"Wind blowing from the south-southeast";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.9";"0.2";"24";"";"";"";"";
"23.06.2019 08:00";"0.0";"719.9";"772.0";"0.6";"90";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"23.06.2019 07:00";"-2.5";"719.8";"771.9";"0.5";"93";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"23.06.2019 06:00";"-2.9";"719.5";"771.4";"0.1";"99";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"23.06.2019 05:00";"-2.9";"719.3";"771.3";"0.1";"96";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"23.06.2019 04:00";"-1.9";"719.3";"771.3";"0.0";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"23.06.2019 03:00";"-3.1";"719.4";"771.4";"-0.1";"95";"Wind blowing from the north";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-3.8";"No precipitation";"6";"";"";"";"";
"23.06.2019 02:00";"-2.4";"719.2";"771.2";"-0.3";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"23.06.2019 01:00";"-1.6";"719.3";"771.3";"-0.2";"88";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"23.06.2019 00:00";"-0.2";"719.5";"771.4";"0.0";"89";"Wind blowing from the south-southeast";"1";"";"";"";"No significant weather observed. ";"";"";"";"11.5";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"22.06.2019 23:00";"-0.5";"719.5";"771.5";"0.3";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"22.06.2019 22:00";"-0.6";"719.5";"771.4";"0.3";"87";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"22.06.2019 21:00";"-0.2";"719.5";"771.4";"0.5";"81";"Wind blowing from the east";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-3.1";"No precipitation";"6";"";"";"";"";
"22.06.2019 20:00";"1.5";"719.2";"771.2";"0.6";"78";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"22.06.2019 19:00";"2.2";"719.2";"771.2";"0.8";"70";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"22.06.2019 18:00";"5.1";"719.0";"771.0";"0.7";"62";"Wind blowing from the south-southeast";"3";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"-1.6";"";"";"";"";"";"";
"22.06.2019 17:00";"7.6";"718.6";"770.5";"0.3";"56";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"22.06.2019 16:00";"10.1";"718.4";"770.3";"-0.1";"47";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"22.06.2019 15:00";"10.8";"718.3";"770.2";"-0.6";"45";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"-0.9";"0.2";"6";"";"";"";"";
"22.06.2019 14:00";"10.7";"718.3";"770.2";"-1.2";"45";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"22.06.2019 13:00";"10.5";"718.5";"770.4";"-1.2";"45";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"22.06.2019 12:00";"9.7";"718.9";"770.8";"-0.9";"49";"Wind blowing from the south";"5";"";"";"";"Precipitation ";"";"Precipitation";"-1.5";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"22.06.2019 11:00";"8.8";"719.5";"771.4";"0.0";"52";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"22.06.2019 10:00";"7.6";"719.7";"771.7";"0.4";"59";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"22.06.2019 09:00";"5.4";"719.8";"771.8";"1.0";"70";"Wind blowing from the north";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.4";"No precipitation";"24";"";"";"";"";
"22.06.2019 08:00";"2.1";"719.5";"771.4";"0.9";"78";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"22.06.2019 07:00";"1.7";"719.3";"771.2";"0.9";"80";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"22.06.2019 06:00";"-0.8";"718.8";"770.8";"0.6";"79";"Wind blowing from the south";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"22.06.2019 05:00";"-0.9";"718.6";"770.5";"0.0";"87";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"22.06.2019 04:00";"0.4";"718.4";"770.3";"-0.2";"89";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"22.06.2019 03:00";"1.4";"718.2";"770.1";"-0.7";"86";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-0.7";"No precipitation";"6";"";"";"";"";
"22.06.2019 02:00";"1.7";"718.6";"770.5";"-0.4";"86";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"22.06.2019 01:00";"0.0";"718.6";"770.5";"-0.4";"84";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"22.06.2019 00:00";"-0.9";"718.9";"770.8";"-0.2";"88";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"11.4";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"21.06.2019 23:00";"-0.7";"719.0";"771.0";"0.1";"82";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"21.06.2019 22:00";"-1.1";"719.0";"771.0";"0.7";"87";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"21.06.2019 21:00";"2.2";"719.1";"771.1";"1.4";"72";"Wind blowing from the south";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-2.3";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"2.7";"718.9";"770.9";"1.5";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"21.06.2019 19:00";"4.6";"718.3";"770.2";"1.6";"68";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"21.06.2019 18:00";"5.4";"717.7";"769.6";"1.2";"62";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"-1.3";"";"";"";"";"";"";
"21.06.2019 17:00";"7.6";"717.4";"769.2";"1.2";"53";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"21.06.2019 16:00";"9.9";"716.7";"768.5";"0.2";"43";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"21.06.2019 15:00";"10.5";"716.5";"768.2";"-0.5";"40";"Wind blowing from the south";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-2.5";"No precipitation";"6";"";"";"";"";
"21.06.2019 14:00";"10.8";"716.2";"767.9";"-1.4";"41";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"21.06.2019 13:00";"9.0";"716.5";"768.2";"-1.1";"51";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"21.06.2019 12:00";"7.5";"717.0";"768.8";"-0.4";"59";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"-4.9";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"21.06.2019 11:00";"5.1";"717.6";"769.4";"0.3";"69";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"21.06.2019 10:00";"1.1";"717.6";"769.4";"0.5";"97";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"21.06.2019 09:00";"-0.5";"717.4";"769.2";"0.5";"99";"Wind blowing from the south-southwest";"1";"";"";"100%.";"Snow ";"";"";"";"";"";"";"Less than  50";"";"";"1.0";"-0.6";"No precipitation";"24";"";"";"";"";
"21.06.2019 08:00";"-1.1";"717.3";"769.1";"0.8";"99";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"21.06.2019 07:00";"-0.5";"717.1";"768.9";"0.9";"99";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"21.06.2019 06:00";"-0.5";"716.9";"768.7";"0.6";"99";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"6.0";"-0.6";"";"";"";"";"";"";
"21.06.2019 05:00";"-0.6";"716.5";"768.3";"0.1";"99";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"21.06.2019 04:00";"-0.5";"716.2";"768.0";"0.0";"99";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"21.06.2019 03:00";"-1.9";"716.3";"768.1";"0.1";"99";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"1.0";"-2.0";"No precipitation";"6";"";"";"";"";
"21.06.2019 02:00";"-4.1";"716.4";"768.1";"0.0";"94";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"21.06.2019 01:00";"-2.6";"716.2";"767.9";"0.0";"97";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"21.06.2019 00:00";"-2.9";"716.2";"767.9";"0.0";"93";"Wind blowing from the east-northeast";"1";"";"";"";"No significant weather observed. ";"";"";"";"11.0";"";"";"";"";"";"";"-3.9";"";"";"";"";"";"";
"20.06.2019 23:00";"-2.4";"716.4";"768.1";"0.2";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"20.06.2019 22:00";"-1.6";"716.2";"768.0";"0.3";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"20.06.2019 21:00";"0.0";"716.2";"767.9";"0.6";"87";"Wind blowing from the east";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.9";"No precipitation";"6";"";"";"";"";
"20.06.2019 20:00";"0.9";"716.2";"767.9";"0.9";"87";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"20.06.2019 19:00";"3.1";"715.9";"767.6";"0.7";"76";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"20.06.2019 18:00";"5.0";"715.6";"767.3";"0.5";"68";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"-0.4";"";"";"";"";"";"";
"20.06.2019 17:00";"6.8";"715.3";"766.9";"0.1";"55";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"20.06.2019 16:00";"7.9";"715.2";"766.9";"-0.5";"53";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"20.06.2019 15:00";"9.0";"715.1";"766.8";"-1.4";"48";"Wind blowing from the north";"4";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"-1.4";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"9.3";"715.2";"766.9";"-2.3";"47";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"20.06.2019 13:00";"10.0";"715.7";"767.5";"-2.3";"48";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"20.06.2019 12:00";"8.8";"716.5";"768.2";"-1.5";"52";"Wind blowing from the north-northeast";"1";"";"";"";"No significant weather observed. ";"";"";"-4.4";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"20.06.2019 11:00";"6.6";"717.5";"769.3";"-0.4";"63";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"20.06.2019 10:00";"4.0";"718.0";"769.9";"0.3";"70";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"20.06.2019 09:00";"1.5";"718.0";"769.9";"0.7";"83";"Wind blowing from the south-southwest";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.1";"No precipitation";"24";"";"";"";"";
"20.06.2019 08:00";"-2.3";"717.9";"769.8";"0.8";"89";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"";"";"";"";"";"";
"20.06.2019 07:00";"-3.1";"717.7";"769.6";"0.3";"78";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"20.06.2019 06:00";"-1.2";"717.3";"769.1";"-0.1";"94";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"20.06.2019 05:00";"-2.8";"717.1";"769.0";"-0.2";"88";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
