# Weather station Morwell (airport), Australia, WMO_ID=94891,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94891&lang=en
#
"Local time in Morwell (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.03.2018 08:00";"13.9";"762.6";"767.6";"0.6";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.8";"No precipitation";"24";"";"";"";"";
"23.03.2018 06:00";"10.7";"762.1";"767.2";"0.2";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"23.03.2018 05:00";"11.9";"762.0";"767.0";"0.0";"92";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.6";"";"";"";"";"";"";
"23.03.2018 03:00";"12.4";"761.9";"766.9";"-0.7";"91";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"23.03.2018 02:00";"12.7";"762.0";"767.0";"-0.8";"88";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"No precipitation";"6";"";"";"";"";
"23.03.2018 00:00";"15.1";"762.6";"767.6";"-0.6";"80";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"22.03.2018 23:00";"15.5";"762.8";"767.8";"-0.7";"77";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"24.2";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"22.03.2018 21:00";"16.7";"763.2";"768.2";"0.1";"71";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"22.03.2018 20:00";"17.3";"763.5";"768.5";"0.5";"67";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"22.03.2018 18:00";"20.1";"763.1";"768.1";"-0.2";"55";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"22.03.2018 17:00";"21.8";"763.0";"768.0";"-0.8";"49";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"22.03.2018 15:00";"23.1";"763.3";"768.4";"-1.8";"45";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"22.03.2018 14:00";"22.7";"763.8";"768.8";"-1.9";"45";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"22.03.2018 12:00";"21.7";"765.1";"770.1";"-1.7";"47";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"22.03.2018 11:00";"20.4";"765.7";"770.7";"-1.2";"50";"Wind blowing from the north-east";"8";"";"";"";" ";"";"";"10.6";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"22.03.2018 09:00";"16.7";"766.8";"771.8";"0.5";"61";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"22.03.2018 08:00";"14.4";"766.9";"772.0";"0.8";"72";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"No precipitation";"24";"";"";"";"";
"22.03.2018 06:00";"10.8";"766.3";"771.4";"0.3";"82";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"22.03.2018 05:00";"11.4";"766.1";"771.1";"0.1";"79";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"22.03.2018 03:00";"13.0";"766.0";"771.1";"-0.7";"72";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"22.03.2018 02:00";"14.1";"766.0";"771.1";"-0.9";"67";"Wind blowing from the east-northeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"22.03.2018 00:00";"15.1";"766.7";"771.7";"-0.6";"67";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"21.03.2018 23:00";"15.2";"766.9";"772.0";"-0.6";"70";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"21.1";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"21.03.2018 21:00";"15.3";"767.3";"772.3";"0.3";"74";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"21.03.2018 20:00";"16.0";"767.5";"772.5";"0.4";"66";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"No precipitation";"6";"";"";"";"";
"21.03.2018 18:00";"17.4";"767.0";"772.0";"0.0";"58";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"21.03.2018 17:00";"18.0";"767.1";"772.1";"-0.7";"55";"Wind blowing from the east";"9";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.8";"";"";"";"";"";"";
"21.03.2018 15:00";"20.0";"767.0";"772.0";"-1.9";"43";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"21.03.2018 14:00";"18.7";"767.8";"772.8";"-1.8";"52";"Wind blowing from the east";"9";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"21.03.2018 12:00";"18.9";"768.9";"774.0";"-1.1";"51";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"21.03.2018 11:00";"18.4";"769.6";"774.7";"-0.1";"58";"Wind blowing from the east";"7";"";"";"90  or more, but not 100%";" ";"";"";"12.3";"";"";"";"600-1000";"";"";"";"10.0";"";"";"";"";"";"";
"21.03.2018 09:00";"14.3";"770.0";"775.1";"1.1";"82";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"21.03.2018 08:00";"13.3";"769.7";"774.8";"1.3";"89";"Wind blowing from the east-northeast";"6";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"11.5";"0.4";"24";"";"";"";"";
"21.03.2018 06:00";"12.6";"768.9";"774.0";"0.8";"92";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"21.03.2018 05:00";"12.3";"768.4";"773.5";"0.2";"92";"Wind blowing from the east-northeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"11.0";"";"";"";"";"";"";
"21.03.2018 03:00";"14.1";"768.1";"773.2";"-0.3";"72";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"21.03.2018 02:00";"13.8";"768.2";"773.2";"-0.5";"66";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"7.6";"No precipitation";"6";"";"";"";"";
"21.03.2018 00:00";"14.1";"768.4";"773.4";"-0.3";"58";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"20.03.2018 23:00";"14.1";"768.7";"773.8";"0.5";"57";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"17.7";"";"";"1500-2000";"";"";"";"5.7";"";"";"";"";"";"";
"20.03.2018 21:00";"14.5";"768.7";"773.8";"1.5";"54";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"20.03.2018 20:00";"14.7";"768.2";"773.2";"1.4";"53";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"5.2";"No precipitation";"6";"";"";"";"";
"20.03.2018 18:00";"15.2";"767.2";"772.2";"1.1";"53";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"20.03.2018 17:00";"15.7";"766.8";"771.8";"0.9";"54";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"6.4";"";"";"";"";"";"";
"20.03.2018 15:00";"16.4";"766.1";"771.1";"0.2";"57";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"20.03.2018 14:00";"16.9";"765.9";"770.9";"0.0";"52";"Wind blowing from the south";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"7.0";"0.2";"6";"";"";"";"";
"20.03.2018 12:00";"16.8";"765.9";"770.9";"0.8";"51";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"20.03.2018 11:00";"15.6";"765.9";"770.9";"1.6";"61";"Wind blowing from the south-southwest";"6";"";"";"90  or more, but not 100%";" ";"";"Precipitation";"12.9";"";"";"";"600-1000";"";"";"";"8.1";"";"";"";"";"";"";
"20.03.2018 09:00";"15.1";"765.1";"770.1";"2.5";"83";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"20.03.2018 08:00";"13.5";"764.3";"769.3";"2.7";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"11.7";"0.4";"24";"";"";"";"";
"20.03.2018 06:00";"13.6";"762.6";"767.6";"2.1";"91";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"20.03.2018 05:00";"13.6";"761.6";"766.6";"1.4";"91";"Wind blowing from the west";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"9.0";"12.2";"";"";"";"";"";"";
"20.03.2018 03:00";"14.5";"760.5";"765.5";"1.0";"91";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"20.03.2018 02:00";"14.7";"760.2";"765.2";"1.1";"92";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"5.0";"13.4";"No precipitation";"6";"";"";"";"";
"20.03.2018 00:00";"15.2";"759.5";"764.5";"1.6";"86";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"19.03.2018 23:00";"16.1";"759.1";"764.2";"1.9";"86";"Wind blowing from the south-west";"6";"";"";"100%.";" ";"";"";"";"26.4";"";"";"300-600";"";"";"";"13.8";"";"";"";"";"";"";
"19.03.2018 21:00";"17.3";"757.9";"763.0";"2.7";"81";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"19.03.2018 20:00";"18.6";"757.2";"762.2";"2.9";"74";"Wind blowing from the south-southwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.9";"No precipitation";"6";"";"";"";"";
"19.03.2018 18:00";"22.9";"755.2";"760.1";"";"45";"Wind blowing from the west";"16";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"19.03.2018 17:00";"24.7";"754.3";"759.3";"";"34";"Wind blowing from the west";"18";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"7.8";"";"";"";"";"";"";
"19.03.2018 15:00";"25.8";"754.0";"758.9";"-1.0";"29";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"19.03.2018 14:00";"25.4";"754.1";"759.1";"-1.3";"30";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"19.03.2018 12:00";"22.2";"755.0";"760.0";"-1.1";"37";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"19.03.2018 11:00";"21.4";"755.4";"760.3";"-0.7";"39";"Wind blowing from the west";"9";"";"";"";" ";"";"";"8.9";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"19.03.2018 09:00";"18.3";"756.1";"761.0";"0.9";"37";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"19.03.2018 08:00";"16.4";"756.1";"761.0";"1.3";"43";"Wind blowing from the west-southwest";"5";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"3.8";"6.0";"24";"";"";"";"";
"19.03.2018 06:00";"11.1";"755.2";"760.1";"0.5";"59";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"19.03.2018 05:00";"9.6";"754.8";"759.7";"0.2";"66";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"Precipitation";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"19.03.2018 03:00";"11.3";"754.7";"759.7";"0.2";"59";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"19.03.2018 02:00";"11.4";"754.6";"759.5";"-0.3";"63";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"No precipitation";"6";"";"";"";"";
"19.03.2018 00:00";"9.3";"754.5";"759.4";"-1.0";"71";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"18.03.2018 23:00";"12.3";"754.9";"759.8";"0.0";"61";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"28.4";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"18.03.2018 21:00";"14.7";"755.5";"760.4";"2.0";"50";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"18.03.2018 20:00";"15.1";"754.9";"759.9";"1.9";"48";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"No precipitation";"6";"";"";"";"";
"18.03.2018 18:00";"18.7";"753.5";"758.5";"1.1";"36";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"18.03.2018 17:00";"20.0";"753.0";"757.9";"1.1";"33";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"18.03.2018 15:00";"21.2";"752.4";"757.3";"1.5";"28";"Wind blowing from the west";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"18.03.2018 14:00";"20.0";"751.9";"756.9";"1.3";"34";"Wind blowing from the west";"14";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"3.7";"6.0";"6";"";"";"";"";
"18.03.2018 12:00";"14.8";"750.9";"755.8";"3.8";"87";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"18.03.2018 11:00";"13.5";"750.6";"755.5";"4.4";"88";"Wind blowing from the west";"11";"";"";"100%.";"Precipitation, heavy. ";"";"Precipitation";"18.2";"";"";"";"600-1000";"";"";"2.0";"11.6";"";"";"";"";"";"";
"18.03.2018 09:00";"19.0";"747.1";"752.0";"2.4";"81";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"18.03.2018 08:00";"22.1";"746.2";"751.2";"2.1";"57";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.2";"No precipitation";"24";"";"";"";"";
"18.03.2018 06:00";"23.5";"744.7";"749.6";"-1.2";"41";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"18.03.2018 05:00";"25.0";"744.1";"749.0";"-3.0";"36";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.9";"";"";"";"";"";"";
"18.03.2018 03:00";"26.2";"745.9";"750.9";"-3.5";"33";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"18.03.2018 02:00";"25.8";"747.1";"752.0";"-3.0";"35";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.2";"No precipitation";"6";"";"";"";"";
"18.03.2018 00:00";"26.9";"749.4";"754.3";"-2.2";"34";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"17.03.2018 23:00";"27.3";"750.1";"755.1";"-1.4";"33";"Wind blowing from the north";"8";"";"";"50%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"";"9.6";"";"";"";"";"";"";
"17.03.2018 21:00";"29.1";"751.6";"756.6";"0.5";"28";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"17.03.2018 20:00";"30.2";"751.5";"756.4";"0.8";"25";"Wind blowing from the north-northwest";"9";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.0";"No precipitation";"6";"";"";"";"";
"17.03.2018 18:00";"30.3";"751.1";"756.1";"-0.5";"27";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"17.03.2018 17:00";"31.6";"750.7";"755.7";"-1.2";"26";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.8";"";"";"";"";"";"";
"17.03.2018 15:00";"31.7";"751.6";"756.6";"-1.6";"26";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.03.2018 14:00";"32.8";"751.9";"756.9";"-2.0";"25";"Wind blowing from the west";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"17.03.2018 12:00";"30.8";"753.2";"758.2";"-1.3";"29";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"17.03.2018 11:00";"29.6";"753.9";"758.8";"-0.7";"31";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"12.5";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"17.03.2018 09:00";"24.8";"754.5";"759.4";"0.4";"39";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"17.03.2018 08:00";"18.4";"754.6";"759.6";"1.0";"74";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"13.7";"No precipitation";"24";"";"";"";"";
"17.03.2018 06:00";"13.4";"754.1";"759.1";"0.1";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"17.03.2018 05:00";"15.1";"753.6";"758.5";"-0.2";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"";"";"";"";"";"";
"17.03.2018 03:00";"16.6";"754.0";"758.9";"-0.3";"82";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"17.03.2018 02:00";"17.8";"753.8";"758.8";"-0.7";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.5";"No precipitation";"6";"";"";"";"";
"17.03.2018 00:00";"18.7";"754.3";"759.2";"-0.8";"72";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"16.03.2018 23:00";"19.3";"754.5";"759.4";"-0.5";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.4";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"";"";"";"";"";"";
"16.03.2018 21:00";"19.8";"755.1";"760.0";"1.0";"65";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"16.03.2018 20:00";"20.8";"755.0";"760.0";"1.3";"61";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"16.03.2018 18:00";"23.5";"754.1";"759.1";"-0.1";"45";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"16.03.2018 17:00";"25.5";"753.7";"758.7";"-0.9";"38";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.1";"";"";"";"";"";"";
"16.03.2018 15:00";"24.5";"754.2";"759.1";"-1.3";"42";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"16.03.2018 14:00";"23.7";"754.6";"759.6";"-1.6";"45";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"16.03.2018 12:00";"22.6";"755.5";"760.5";"-1.7";"50";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"16.03.2018 11:00";"21.8";"756.2";"761.2";"-1.1";"53";"Wind blowing from the east-northeast";"6";"";"";"20–30%.";" ";"";"";"11.9";"";"";"";"600-1000";"";"";"";"11.8";"";"";"";"";"";"";
"16.03.2018 09:00";"18.9";"757.2";"762.2";"0.4";"69";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"16.03.2018 08:00";"16.2";"757.3";"762.3";"0.6";"81";"Wind blowing from the north-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"";"12.9";"No precipitation";"24";"";"";"";"";
"16.03.2018 06:00";"13.9";"756.8";"761.8";"-0.3";"89";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"16.03.2018 05:00";"14.2";"756.7";"761.7";"-0.9";"87";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"16.03.2018 03:00";"15.2";"757.1";"762.1";"-1.0";"79";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"16.03.2018 02:00";"16.3";"757.6";"762.7";"-0.6";"76";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.1";"No precipitation";"6";"";"";"";"";
"16.03.2018 00:00";"15.5";"758.1";"763.1";"-0.2";"74";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"15.03.2018 23:00";"15.9";"758.2";"763.3";"0.5";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"23.6";"";"";"1500-2000";"";"";"";"10.9";"";"";"";"";"";"";
"15.03.2018 21:00";"17.3";"758.3";"763.3";"1.7";"68";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"15.03.2018 20:00";"17.5";"757.7";"762.7";"1.7";"65";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"15.03.2018 18:00";"19.0";"756.6";"761.5";"1.2";"51";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"15.03.2018 17:00";"20.0";"756.0";"760.9";"0.6";"50";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.3";"";"";"";"";"";"";
"15.03.2018 15:00";"22.0";"755.4";"760.3";"-0.5";"41";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"15.03.2018 14:00";"21.6";"755.4";"760.3";"-1.0";"44";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.8";"No precipitation";"6";"";"";"";"";
"15.03.2018 12:00";"20.3";"755.9";"760.9";"-0.7";"46";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"15.03.2018 11:00";"19.9";"756.4";"761.3";"-0.3";"48";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"10.1";"";"";"";"1000-1500";"";"";"";"8.6";"";"";"";"";"";"";
"15.03.2018 09:00";"18.0";"756.6";"761.5";"0.6";"62";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"15.03.2018 08:00";"16.0";"756.7";"761.7";"1.1";"72";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.0";"No precipitation";"24";"";"";"";"";
"15.03.2018 06:00";"12.2";"756.0";"760.9";"0.5";"84";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
